16
848 1619
450 669 292
888 587 530
330 613 491
741 851 953
33 392 979
925 70 351
925 934 600
521 386 324
657 263 875
436 954 241
69 391 784
134 20 511
907 685 790
383 846 827
668 199 890
541 14 670
438 53 970
111 104 996
183 578 565
593 881 123
404 756 389
219 793 974
945 687 327
557 556 43
132 120 53
859 479 756
57 880 502
582 716 962
118 576 181
449 758 687
873 398 86
32 152 347
149 386 232
52 639 11
629 651 352
386 950 513
77 8 504
260 783 297
373 26 161
925 817 936
750 300 398
552 733 658
256 612 195
583 462 700
66 889 467
194 877 369
946 283 652
770 787 330
37 413 565
677 495 305
816 210 445
687 631 218
43 909 525
682 851 936
199 158 211
482 345 192
645 67 774
141 259 969
191 704 189
135 675 810
872 94 561
206 185 220
41 934 800
889 631 369
320 119 334
389 287 441
915 635 239
476 65 584
595 346 716
202 461 885
312 882 780
867 325 20
151 848 706
368 422 273
272 456 551
73 863 175
138 548 760
582 287 388
594 621 750
314 107 76
861 866 359
226 25 262
312 60 64
456 226 721
482 930 883
24 796 875
289 296 773
325 727 380
56 946 224
187 768 599
545 284 256
949 664 87
795 427 833
878 314 89
248 484 283
317 510 896
701 254 402
385 707 619
339 295 808
204 928 192
843 256 324
906 514 672
421 500 191
22 623 304
697 843 640
579 106 84
840 437 773
350 139 856
419 416 795
247 120 129
579 679 356
877 199 506
178 350 49
579 134 783
837 924 197
695 858 573
631 411 556
155 515 970
349 646 729
140 834 939
902 499 956
948 285 70
391 908 453
411 486 853
330 795 878
943 865 3
799 700 468
535 909 295
69 93 349
516 952 859
270 107 406
831 562 115
931 916 840
848 202 80
521 558 909
548 171 872
492 417 935
793 419 848
173 161 157
558 87 329
409 886 78
666 488 252
776 69 112
764 449 222
929 686 961
608 110 601
391 292 453
480 5 519
783 3 482
448 47 848
589 240 796
66 567 285
361 446 432
882 291 868
850 883 266
527 534 902
398 407 640
700 587 462
71 608 442
484 670 701
602 759 540
375 555 848
128 821 444
646 682 120
654 760 636
88 590 108
139 197 436
726 399 943
220 900 613
605 438 705
411 923 111
415 401 47
205 21 726
409 806 745
92 579 458
744 587 417
135 801 845
389 157 497
583 749 278
245 466 240
599 619 567
259 223 712
413 629 152
558 544 134
205 498 985
633 647 683
473 146 29
182 244 38
234 670 660
541 411 465
554 452 40
133 363 311
460 162 386
727 121 801
679 414 610
782 255 672
343 377 277
85 598 228
497 93 327
461 648 646
473 296 141
536 643 727
48 426 779
642 171 522
726 323 119
552 731 860
730 936 137
920 455 943
862 116 466
482 759 727
946 518 547
368 947 63
700 403 868
352 540 173
397 903 140
6 279 325
95 715 914
432 385 377
161 567 387
874 171 607
418 666 675
482 432 958
11 201 894
268 513 433
900 784 551
656 376 927
387 811 129
357 26 706
240 697 605
28 227 293
422 912 878
123 273 66
555 158 336
200 591 471
520 216 16
149 281 737
955 364 988
305 836 579
555 389 345
480 876 627
776 603 110
259 508 310
786 691 957
467 945 322
765 666 720
282 47 115
188 669 583
479 358 166
907 438 80
874 833 55
569 835 523
932 142 896
427 739 637
332 42 86
503 901 246
13 55 728
33 454 421
785 385 142
184 701 349
205 378 491
486 458 553
537 528 89
8 138 421
205 811 914
788 479 117
574 703 824
702 189 677
131 22 435
482 304 17
940 405 666
583 418 611
479 843 35
781 107 450
222 331 277
684 720 409
384 236 380
817 30 572
894 292 577
205 96 569
700 760 162
751 52 495
268 675 954
427 605 56
245 893 203
169 338 558
13 44 247
660 807 406
777 334 958
566 751 222
12 232 664
524 194 985
346 825 965
505 685 223
733 676 643
517 217 570
114 248 235
218 466 537
815 235 281
645 391 17
781 511 599
484 112 76
29 260 879
614 201 609
331 654 89
686 33 933
330 700 502
793 161 836
285 875 129
689 436 153
148 697 409
290 467 982
407 153 306
807 67 672
657 175 881
592 557 109
686 535 536
105 652 520
336 350 830
448 692 210
571 455 40
607 35 9
222 462 40
869 561 989
465 250 719
237 803 144
746 704 875
367 871 52
65 74 972
908 722 119
625 914 887
898 750 580
547 736 612
465 840 825
755 574 302
285 349 630
278 45 298
751 267 284
518 146 259
626 759 904
846 639 203
173 355 794
656 707 565
704 38 811
1 948 362
477 683 601
790 96 446
895 869 965
231 671 690
754 393 643
873 511 614
246 466 722
327 524 503
759 131 952
31 569 840
426 512 219
100 490 613
454 333 144
343 858 11
326 90 454
160 421 840
711 530 735
173 480 648
534 294 142
933 342 691
658 611 54
803 903 926
314 108 782
619 250 444
388 477 644
902 427 984
830 868 869
927 455 271
70 877 794
490 389 82
66 440 31
361 485 87
188 467 206
484 500 211
763 311 76
35 435 382
130 193 856
769 552 550
592 23 651
433 236 188
944 177 336
468 954 890
285 206 758
819 509 19
382 438 710
665 905 565
763 327 437
16 33 428
446 555 417
122 78 631
724 566 548
537 826 120
74 912 129
477 777 414
163 57 526
857 98 915
686 768 480
638 593 677
31 457 215
351 747 967
481 573 228
364 378 890
758 229 118
332 105 980
629 452 525
778 865 568
309 616 818
431 284 441
609 47 773
143 504 737
932 131 547
655 186 207
951 460 415
79 816 655
3 219 730
672 780 226
16 464 628
145 481 100
753 158 41
936 902 983
670 214 384
849 787 829
176 583 694
853 111 280
189 392 720
91 810 268
167 855 812
608 764 864
717 201 788
790 813 608
656 539 457
175 135 177
335 97 105
637 922 537
440 114 964
334 473 190
221 463 863
753 765 630
779 735 317
861 146 186
60 554 799
159 890 355
864 911 259
187 945 160
896 613 13
480 489 664
712 665 366
19 176 371
793 480 527
760 203 351
570 661 860
485 12 294
151 679 424
621 173 318
1 356 485
704 279 666
276 352 884
638 556 184
658 629 915
865 670 44
42 632 194
235 566 936
223 228 516
498 23 842
356 481 875
661 520 650
420 756 973
188 71 925
285 373 182
377 71 165
327 6 583
251 642 126
123 759 196
496 891 922
523 203 485
243 592 699
722 454 742
130 487 198
11 752 66
262 14 267
876 540 508
735 233 143
751 541 85
786 874 42
768 344 35
775 886 996
434 706 205
917 167 402
139 694 622
446 458 466
838 639 133
317 640 374
664 576 893
677 718 191
356 915 898
447 77 269
445 438 336
41 865 987
576 524 930
159 752 348
514 688 905
338 159 66
59 418 493
103 507 422
346 743 657
887 28 827
545 309 624
59 794 27
231 234 729
559 220 908
407 430 91
877 120 408
78 217 158
847 179 271
519 723 18
834 111 781
828 916 133
482 533 543
603 280 579
632 730 472
891 354 153
635 61 963
112 610 295
273 76 661
643 242 39
276 249 529
342 916 409
352 139 103
746 354 698
752 700 899
471 53 523
894 950 635
211 318 701
56 865 36
808 690 182
465 291 969
109 490 119
878 865 248
285 596 279
437 570 120
770 301 199
889 488 184
105 217 510
519 106 672
941 105 275
497 604 238
25 449 788
783 211 431
320 23 627
842 43 248
311 547 452
680 504 539
220 150 621
508 782 144
462 429 326
203 271 508
704 266 779
148 398 511
803 373 605
387 650 75
549 870 971
738 387 9
738 740 565
521 331 963
2 695 570
351 566 55
567 227 383
37 221 662
594 911 433
597 626 619
683 188 518
794 218 371
883 321 251
834 245 852
899 921 244
41 641 560
716 285 719
45 492 834
711 717 876
876 434 795
871 315 941
232 719 628
314 349 795
277 926 268
368 804 408
224 350 753
741 220 235
140 165 352
517 244 580
873 338 20
343 6 360
18 416 373
888 363 540
840 80 498
133 681 431
537 460 985
246 467 555
681 948 949
380 568 693
350 146 225
311 875 624
607 377 665
588 203 592
921 850 104
825 41 15
111 571 480
730 552 390
806 785 410
385 329 447
875 112 474
327 257 859
941 31 200
313 627 915
49 474 92
252 920 377
444 74 643
72 330 574
956 568 169
473 810 160
602 582 909
128 831 502
802 513 25
690 198 761
461 330 337
249 650 400
460 332 858
193 515 312
466 682 471
588 609 373
84 404 563
707 912 362
815 910 779
123 699 524
402 55 113
60 750 479
353 596 833
575 220 972
614 537 107
39 596 272
177 171 524
54 329 351
715 669 534
485 636 262
890 583 475
733 895 266
469 489 798
11 407 672
810 341 608
527 128 561
861 14 767
831 818 925
72 494 701
905 951 916
103 377 710
304 630 382
840 284 415
571 524 853
915 447 524
303 122 300
706 889 151
442 584 898
873 247 481
425 200 771
150 840 127
935 811 189
641 901 777
27 585 1000
937 701 814
145 712 180
785 337 372
762 98 951
529 561 2
353 555 348
846 268 790
361 298 24
503 20 712
21 442 212
390 791 378
751 887 277
812 471 933
89 196 931
64 314 834
521 571 609
143 50 463
368 771 71
93 151 397
701 287 699
483 729 751
464 133 310
746 230 2
148 787 389
712 641 630
214 865 731
779 532 503
295 907 839
803 369 237
772 491 895
95 919 180
614 491 362
391 285 45
194 573 78
913 333 838
854 297 552
851 93 356
589 89 883
156 949 163
749 228 31
396 363 285
624 893 304
664 303 864
252 546 849
100 418 70
821 929 138
786 551 837
864 657 134
338 15 88
797 454 549
236 863 486
473 612 492
917 225 231
513 185 993
257 555 680
796 940 187
549 675 467
123 845 852
113 71 93
17 154 298
420 398 492
686 47 541
117 949 643
646 728 452
481 591 251
846 120 210
485 945 788
696 680 42
557 61 417
703 495 416
612 350 758
29 424 656
906 865 516
452 350 160
809 287 491
175 511 641
367 732 344
482 498 127
206 226 143
950 234 700
297 298 950
747 216 31
192 231 440
190 352 252
742 21 277
79 343 973
301 583 285
400 505 385
279 521 787
39 520 592
327 388 326
610 688 44
197 656 744
101 131 437
453 11 623
447 596 584
302 814 770
572 47 263
701 168 693
567 431 693
358 442 372
908 659 887
529 563 320
953 357 848
832 27 474
417 303 647
471 784 346
344 544 253
748 783 427
697 37 469
841 19 88
678 402 466
650 890 666
343 54 114
404 175 590
100 444 412
201 402 201
666 22 399
601 503 900
488 513 804
107 785 69
154 442 988
278 240 391
194 685 838
124 881 518
204 119 923
909 850 887
98 630 421
834 63 240
93 832 978
870 694 255
617 622 965
830 790 100
731 322 543
306 700 578
410 820 371
840 804 595
173 125 279
581 273 758
524 508 161
538 356 336
282 823 719
235 349 270
583 186 381
888 419 935
103 10 60
123 269 456
776 220 789
515 617 898
580 676 16
683 14 256
523 137 971
926 343 45
887 870 292
68 361 64
729 623 509
611 328 352
71 655 773
122 954 86
40 230 839
675 600 178
517 653 872
739 187 132
328 739 695
192 253 759
455 142 811
134 810 754
258 265 202
824 263 220
758 299 869
555 794 232
759 743 317
281 401 410
650 94 526
886 363 599
191 504 13
69 628 914
594 516 748
346 724 704
532 812 248
183 685 260
85 906 746
566 904 248
779 867 268
752 154 265
811 581 992
922 873 472
365 575 264
517 777 55
702 451 241
222 97 550
59 53 459
326 468 56
888 451 842
488 103 696
302 11 621
92 419 338
59 884 787
948 345 922
525 930 460
284 586 116
732 711 46
492 907 607
315 525 244
174 517 520
384 603 659
115 212 626
597 483 993
817 483 656
2 43 790
956 416 229
140 916 2
645 402 194
679 910 70
109 295 967
536 364 529
455 870 780
587 18 945
961 1656
75 868 142
357 807 906
334 778 365
3 90 562
867 153 291
100 129 182
282 405 122
61 721 438
920 99 144
938 32 500
459 442 901
828 10 415
805 902 568
594 665 43
421 803 179
863 957 811
431 53 885
298 295 46
937 109 275
631 571 38
356 599 484
408 399 805
306 186 705
219 516 469
363 941 998
891 880 699
487 469 56
112 592 937
330 480 269
617 423 931
623 607 958
180 275 300
325 870 769
766 358 859
446 830 495
225 538 386
918 835 961
929 277 152
386 373 940
453 3 857
471 654 634
98 443 667
447 487 55
235 753 556
865 679 300
412 685 178
53 359 950
693 669 412
785 3 618
825 286 119
544 642 801
746 366 787
709 505 566
400 248 1000
533 469 237
479 857 605
765 183 963
659 123 659
246 697 589
307 901 974
418 459 971
957 504 918
151 86 394
499 135 873
330 358 655
159 763 131
39 27 953
961 905 212
161 139 311
585 89 575
285 732 165
836 194 959
150 78 578
393 375 261
630 41 774
163 717 335
859 249 13
471 79 369
594 355 297
348 351 606
729 526 484
177 870 494
908 656 915
548 651 558
795 512 748
343 75 140
909 31 931
848 486 997
744 897 169
404 28 450
313 751 423
10 937 723
513 222 53
287 290 643
815 937 327
399 304 508
538 862 805
593 475 650
207 401 383
505 431 643
932 781 259
857 596 800
125 334 202
49 883 579
812 900 119
501 620 964
300 328 278
519 504 55
422 191 930
753 448 625
147 30 60
502 594 974
671 267 204
52 265 484
91 792 262
95 32 240
188 708 103
78 795 727
949 403 14
817 27 139
758 709 620
904 220 510
737 58 266
885 61 272
837 515 178
395 434 818
868 837 607
952 563 153
383 327 185
294 487 451
763 102 434
137 97 219
905 477 458
14 11 420
511 30 201
936 114 521
64 392 671
847 507 632
409 903 866
26 802 498
26 561 671
647 371 877
465 551 616
548 956 454
680 602 497
914 214 18
586 57 287
173 188 682
867 398 513
78 405 77
381 263 745
880 898 316
935 201 931
311 158 390
922 273 149
29 201 543
28 181 950
822 813 419
383 511 643
220 167 178
851 865 682
582 934 449
84 661 84
332 186 631
198 170 76
604 207 484
932 846 13
717 482 870
569 768 508
647 256 294
538 561 489
891 80 24
347 391 491
894 517 648
890 5 321
449 231 294
365 863 305
582 86 736
143 582 960
819 321 678
638 327 611
708 397 903
451 252 332
225 95 900
87 41 38
459 57 303
348 202 188
835 219 974
323 339 13
186 127 978
70 820 117
174 661 692
922 391 423
385 674 253
869 750 298
29 93 913
306 631 788
500 426 300
765 117 255
515 112 304
587 316 495
398 29 519
739 295 971
740 257 304
369 181 991
11 184 942
780 770 52
801 660 932
393 233 520
63 915 812
311 89 850
829 242 439
143 150 484
642 879 271
514 931 406
791 86 677
490 775 556
387 293 352
74 382 19
600 267 161
150 706 259
49 531 157
140 553 817
503 858 220
696 871 745
481 774 266
651 527 728
215 916 951
649 376 211
84 321 867
124 86 698
843 716 779
327 897 589
340 755 507
735 826 793
457 74 576
6 3 218
293 375 488
388 463 242
122 925 712
335 920 118
663 256 408
115 804 155
130 28 881
842 611 251
923 165 178
684 96 288
212 660 258
269 804 670
852 59 463
635 664 930
480 783 322
840 471 649
556 850 934
429 922 262
67 887 621
630 617 116
729 818 372
449 35 777
664 453 835
670 821 670
552 276 135
546 407 598
657 849 908
245 57 78
545 237 494
308 333 260
351 127 7
165 465 431
424 631 589
531 39 455
513 402 193
275 837 559
335 192 990
369 758 954
421 433 1
741 555 480
357 80 431
334 262 803
372 290 537
124 924 923
137 802 608
329 820 302
185 541 345
236 58 620
469 48 444
889 319 187
491 930 880
570 641 434
717 634 436
248 770 514
226 454 893
883 704 861
393 134 285
258 284 913
799 75 732
571 592 680
698 582 165
341 884 813
15 329 901
741 699 247
202 115 197
873 934 761
25 338 299
485 666 798
290 880 292
469 159 566
325 115 410
88 62 154
446 608 491
445 226 425
749 193 411
37 625 30
414 209 162
558 673 789
40 274 100
631 621 844
388 131 847
495 741 376
185 281 364
308 723 314
832 620 736
168 558 597
230 156 235
893 876 136
548 406 430
678 212 171
619 281 120
865 548 970
515 472 993
407 48 672
720 8 654
146 329 217
608 201 587
848 920 783
669 183 77
598 105 962
420 98 592
262 856 706
867 19 789
464 406 284
955 191 490
237 331 787
540 918 901
92 552 795
147 569 73
777 643 300
360 32 926
928 51 805
691 173 578
743 67 940
787 842 591
843 354 272
504 243 404
614 310 438
786 342 371
101 674 429
806 480 742
193 809 627
819 208 48
526 447 790
276 812 746
455 186 439
632 208 952
450 349 654
88 565 27
564 444 258
104 725 245
325 245 297
514 692 591
2 865 107
326 144 20
536 335 343
206 346 393
162 356 284
497 513 373
589 17 796
826 277 297
201 272 171
110 88 183
692 295 711
377 52 663
137 382 628
379 423 860
503 922 829
751 311 531
99 766 688
625 910 537
30 231 669
103 690 297
327 781 954
959 683 905
496 711 404
272 284 642
894 509 471
344 20 948
714 756 589
766 657 385
548 826 549
286 166 328
948 309 546
702 509 633
937 516 56
914 278 621
134 268 180
587 870 177
486 447 436
515 461 330
322 193 878
542 893 978
49 344 328
380 410 845
756 292 193
59 852 38
276 385 430
243 286 870
639 156 846
553 42 229
283 648 404
529 848 478
803 300 750
696 693 318
156 894 165
419 527 881
701 775 36
947 81 715
570 147 308
471 400 211
238 516 575
856 556 315
490 714 321
759 711 192
46 72 12
202 355 289
223 500 780
53 125 890
912 157 396
262 896 528
859 771 680
74 256 173
418 922 408
368 8 246
211 108 283
131 847 433
44 337 915
295 217 967
799 769 143
300 349 362
335 197 702
747 127 259
771 499 636
224 713 212
841 470 849
847 271 982
673 239 718
338 66 85
672 108 447
480 72 236
823 577 289
13 214 528
719 350 216
742 935 912
822 27 353
225 163 585
290 265 852
191 798 947
304 503 47
892 503 265
21 52 879
673 376 761
292 269 696
391 244 590
231 70 615
26 815 739
403 284 624
615 589 382
74 449 926
342 112 422
841 398 874
210 508 314
808 879 268
237 782 953
225 345 237
623 802 511
130 643 177
945 484 700
719 925 265
823 50 267
812 471 422
477 770 964
70 374 180
470 761 127
483 810 638
169 362 441
74 396 845
931 723 451
494 485 639
764 149 507
50 645 638
683 836 359
939 158 634
457 390 828
191 656 603
577 155 956
8 911 938
404 730 565
242 14 102
342 465 730
419 651 357
372 377 343
893 188 597
604 220 628
397 353 244
696 123 647
668 293 381
470 189 213
215 331 282
396 723 995
451 527 825
364 862 111
369 647 442
951 271 604
532 440 153
126 238 689
278 453 935
333 660 68
878 583 898
709 695 801
419 279 720
22 728 736
88 141 183
552 142 596
752 314 541
400 248 11
32 491 239
653 76 498
198 290 928
54 189 152
742 521 184
349 824 290
451 59 322
827 613 923
692 317 898
440 432 761
955 339 176
274 833 766
806 61 704
335 890 131
437 731 848
847 796 264
193 235 906
551 820 228
556 39 736
472 643 800
859 604 903
113 447 923
901 111 304
730 822 962
588 772 832
61 739 814
749 522 615
528 476 9
31 34 285
574 344 747
692 307 42
948 771 975
771 483 297
417 341 507
955 563 905
840 723 69
766 648 1000
689 647 781
566 187 308
415 760 546
816 415 460
57 701 471
126 332 930
449 732 302
345 16 272
700 751 554
535 768 808
601 731 12
71 28 919
173 770 857
57 507 907
150 823 623
588 430 80
253 831 297
350 674 676
12 167 303
903 866 997
388 288 247
74 671 762
802 252 760
587 702 689
164 521 764
282 615 24
41 869 829
600 181 70
893 108 126
872 129 186
954 512 131
554 950 678
196 206 48
296 157 671
29 48 188
148 940 414
882 390 194
195 217 100
189 685 649
761 559 985
677 908 173
895 13 757
291 385 107
943 700 642
863 55 592
665 417 986
610 514 220
284 561 75
505 843 205
394 862 616
909 898 124
856 848 882
693 709 337
71 751 399
167 504 318
536 153 886
718 511 788
34 821 517
79 3 471
856 919 703
506 429 296
772 328 241
703 179 693
688 933 575
62 613 240
404 436 350
421 504 593
99 194 823
334 410 423
663 362 833
270 386 289
576 695 943
613 164 411
766 90 169
110 956 481
380 518 550
412 99 563
935 132 556
4 203 761
207 217 997
143 938 699
961 271 244
490 617 48
597 918 539
778 394 961
574 850 46
927 779 253
740 191 292
295 955 46
352 890 67
858 856 989
953 254 239
750 232 689
556 908 772
456 859 305
762 735 398
874 826 815
674 667 26
436 942 794
413 380 916
248 721 804
152 116 957
222 106 385
758 594 371
455 734 583
84 472 103
861 911 620
240 524 753
803 261 340
186 647 570
655 509 261
500 932 648
93 694 954
941 430 234
497 707 807
10 669 16
3 518 640
862 893 234
944 675 845
223 758 167
858 136 926
575 134 244
106 657 42
153 947 48
515 547 909
854 621 460
45 625 125
161 123 520
942 765 139
673 698 34
370 429 130
282 465 224
802 462 402
430 883 914
399 860 327
699 11 882
538 856 192
600 757 343
739 57 458
128 944 908
943 913 829
140 538 729
884 453 577
621 191 464
510 598 996
355 922 628
257 396 851
178 273 468
667 115 916
896 451 978
636 276 611
353 714 286
13 341 787
834 655 374
937 939 652
785 162 286
310 662 229
447 597 884
890 771 160
160 420 464
43 851 832
887 863 209
464 782 866
74 703 316
451 702 767
391 586 51
643 400 521
475 389 403
345 385 583
629 866 559
705 664 332
899 435 560
495 35 954
594 290 150
805 952 576
222 776 490
212 397 725
293 933 538
532 180 552
143 218 975
758 215 84
834 599 665
856 822 109
459 434 863
304 157 4
641 161 729
772 304 900
566 934 44
211 506 584
150 677 171
828 286 183
509 414 293
433 323 468
381 71 118
564 185 170
953 372 307
330 248 657
481 440 131
626 686 601
865 332 253
725 572 147
133 482 743
370 508 526
884 754 243
276 660 511
379 302 609
222 822 555
198 682 400
927 232 952
653 674 174
539 160 511
749 561 113
273 222 249
322 200 462
44 874 887
731 740 374
945 116 70
158 423 696
771 827 312
598 817 844
711 799 705
605 694 950
547 72 452
66 850 8
32 133 444
550 292 117
7 6 247
887 839 199
367 341 803
633 222 607
892 789 280
948 280 258
738 112 618
422 859 227
479 662 43
859 686 774
891 805 188
568 548 415
584 843 73
927 674 838
576 33 458
821 939 722
44 354 510
702 536 961
903 344 371
223 518 363
187 890 693
813 364 968
949 898 117
675 807 413
814 489 284
46 126 566
886 369 723
508 215 848
614 201 673
512 432 874
200 311 449
243 955 108
645 878 177
919 38 264
847 264 393
234 692 168
203 564 243
845 692 388
754 650 726
697 813 913
426 330 666
547 339 63
27 604 823
119 561 915
426 414 963
21 474 814
34 320 821
829 67 36
402 200 104
196 199 775
115 704 625
870 946 719
468 733 970
139 927 37
330 710 769
248 93 278
637 385 276
843 657 23
278 172 777
781 398 929
57 803 233
692 348 666
125 386 549
490 39 903
811 915 58
787 126 742
538 432 328
614 393 761
269 716 21
809 260 3
477 92 104
60 525 941
459 499 969
233 356 901
504 779 549
186 768 763
525 181 888
409 206 187
932 222 300
337 412 652
394 765 370
813 292 377
567 869 231
153 353 981
569 276 641
807 893 409
365 668 374
695 258 969
464 758 865
85 492 319
372 447 691
412 127 562
826 456 482
817 511 835
42 86 303
554 151 625
202 841 225
306 872 645
55 561 869
218 580 66
505 641 91
355 224 208
29 796 124
597 5 146
582 859 833
620 858 74
733 499 253
583 152 9
399 837 765
255 728 379
525 581 679
870 458 506
583 702 390
79 536 186
154 300 578
831 41 633
36 421 929
321 708 465
676 618 889
327 808 903
339 318 88
940 341 373
535 168 451
222 191 538
892 434 111
558 265 995
139 278 779
104 530 168
103 267 799
539 680 719
41 865 901
113 435 229
310 304 305
819 955 626
902 659 588
458 136 736
68 76 329
629 616 216
241 174 378
565 128 730
750 230 773
593 112 737
252 491 708
308 333 662
751 358 961
670 776 899
385 913 887
781 26 652
505 685 507
391 333 952
660 319 443
106 224 639
468 396 663
911 236 879
610 888 86
799 49 828
689 578 810
12 563 480
856 372 124
342 192 432
83 14 910
320 961 479
653 475 653
175 121 17
714 33 153
520 224 402
372 803 97
50 386 174
703 431 424
179 528 175
691 501 677
823 47 549
219 212 427
449 831 949
556 913 849
667 773 96
831 682 366
120 423 302
157 523 835
711 203 816
288 93 607
792 237 654
652 65 748
264 237 98
109 690 537
942 637 390
469 392 508
18 902 747
332 309 213
365 820 360
802 940 405
584 166 605
169 209 183
781 629 987
476 808 816
277 855 343
40 209 463
394 199 900
65 104 540
35 387 572
823 486 142
931 901 968
811 549 786
585 130 95
160 790 165
744 88 968
491 297 722
56 897 940
956 697 23
791 789 538
451 906 607
476 491 661
738 198 806
423 704 463
893 402 890
595 618 126
452 501 525
542 652 223
789 115 692
80 509 896
751 551 708
324 38 13
921 722 273
918 698 73
102 40 588
481 45 530
369 307 939
570 766 582
842 897 353
806 718 690
253 400 740
831 367 872
537 700 6
207 689 513
873 778 452
156 167 332
581 220 670
286 750 526
296 514 615
662 596 281
182 573 909
767 930 596
842 231 314
477 314 415
177 944 987
946 398 505
480 694 266
683 283 399
891 357 184
244 268 287
115 61 125
490 370 911
713 863 648
811 458 955
368 781 186
638 566 550
686 334 958
251 17 973
390 447 575
131 29 491
168 814 435
521 207 582
180 753 383
897 822 460
915 76 417
699 20 974
179 551 684
517 436 94
846 182 800
473 39 731
930 611 383
402 65 825
44 82 846
342 123 449
935 943 92
147 662 310
856 850 87
204 323 929
110 372 227
825 104 552
853 797 165
562 682 640
43 906 468
70 140 952
365 124 64
422 331 284
589 784 104
31 636 528
440 192 977
863 952 265
885 58 32
712 452 217
877 158 513
739 453 518
712 235 481
586 751 632
786 949 755
925 107 68
171 922 375
601 321 717
767 448 431
188 625 341
13 716 627
342 280 247
860 542 677
958 535 541
920 233 220
340 115 556
465 112 39
288 956 567
52 26 335
457 570 884
872 208 172
568 600 145
817 684 34
781 538 72
238 280 422
157 242 792
949 110 122
869 346 128
237 816 943
206 333 16
474 378 848
784 630 246
158 490 229
409 716 295
90 320 581
604 392 449
119 165 224
525 175 282
292 538 791
896 860 222
542 595 484
361 24 216
7 163 605
255 790 575
791 318 162
376 79 582
891 774 490
64 757 661
669 431 148
693 683 180
351 69 665
255 493 211
944 563 376
105 33 923
617 207 91
120 759 66
780 52 14
863 855 758
213 135 560
765 876 388
434 692 581
869 287 164
559 884 458
897 906 365
656 633 5
349 792 464
532 562 872
375 804 914
758 182 106
891 798 371
579 76 773
849 519 986
73 427 368
29 193 700
223 284 439
794 130 910
535 373 638
140 413 69
221 691 846
316 633 495
383 833 331
97 577 665
390 600 269
732 386 191
705 340 268
306 611 982
547 449 654
842 576 378
397 141 780
37 125 182
155 483 114
177 72 234
193 343 16
21 360 891
129 344 304
332 845 414
699 644 301
805 928 648
15 669 478
551 620 634
809 534 907
258 765 16
564 345 752
582 529 105
378 17 935
397 18 932
825 458 97
449 586 531
921 792 848
444 221 159
742 667 262
441 412 864
527 624 325
717 772 236
900 506 841
49 467 238
661 272 156
518 371 750
504 785 132
697 483 42
239 315 829
319 394 505
316 615 196
267 116 639
451 377 435
698 553 556
721 697 229
449 55 308
172 147 323
735 413 28
911 117 687
18 504 925
940 275 819
319 247 724
617 910 959
111 511 675
408 549 949
132 802 156
326 615 459
656 725 555
526 217 68
372 562 729
951 876 227
76 438 595
33 730 523
288 220 114
566 412 237
254 415 554
90 927 1
846 632 61
83 536 298
901 470 777
547 15 978
11 462 229
338 861 451
858 215 987
889 333 362
457 809 231
427 878 698
851 520 427
769 476 896
647 460 312
714 785 319
176 854 173
813 640 969
307 904 454
145 791 878
198 124 118
909 464 502
943 178 217
118 524 462
579 517 362
474 882 963
56 311 995
226 559 383
346 391 943
805 568 349
611 912 975
706 339 65
90 872 526
243 556 289
498 20 800
679 104 794
538 700 30
12 393 31
85 372 850
242 792 281
641 829 927
596 384 258
959 881 12
577 2 716
122 912 267
732 401 479
559 282 471
351 451 506
215 466 277
523 463 780
446 515 851
71 634 46
811 221 760
922 467 93
464 57 325
777 425 371
240 604 663
726 118 313
359 836 423
674 611 666
664 862 888
318 381 933
550 614 718
856 509 600
17 16 705
244 110 598
214 949 147
221 56 269
683 235 300
746 391 101
155 232 1000
576 329 530
955 655 463
457 803 942
545 289 593
604 692 247
812 439 141
71 824 487
401 1 494
410 483 413
618 605 683
55 45 660
438 511 228
807 724 459
677 10 999
391 22 111
458 205 294
258 440 104
742 647 645
510 52 225
329 384 219
414 703 930
18 510 515
416 379 559
816 698 315
770 571 281
816 664 183
831 875 233
228 435 211
790 427 58
691 406 743
558 575 473
282 155 708
798 590 646
528 304 876
493 860 992
21 740 18
866 860 534
601 91 980
755 284 788
755 880 541
693 408 944
875 292 385
929 768 488
948 591 58
615 247 216
886 655 219
387 182 235
240 446 222
557 627 900
474 547 776
527 228 600
36 156 26
753 532 862
499 103 16
501 328 934
452 325 134
570 959 36
314 260 270
515 570 525
505 404 137
906 286 455
376 727 211
830 735 166
47 863 97
526 379 264
770 647 608
223 600 731
879 368 666
945 537 792
330 316 755
106 769 391
871 140 719
366 961 344
890 526 553
274 334 828
510 321 276
189 144 836
668 69 13
226 665 540
9 581 389
729 739 577
274 108 256
947 132 716
96 887 360
187 870 185
126 646 216
621 241 884
826 873 958
547 488 959
97 427 193
352 443 273
785 29 929
617 372 724
104 368 899
933 566 564
939 569 833
874 614 186
778 491 619
577 136 286
432 762 875
568 712 484
384 191 309
655 408 601
148 647 821
835 153 13
322 569 750
235 139 534
376 436 34
416 231 654
813 208 271
523 575 743
823 632 836
918 333 412
389 15 415
588 872 869
592 833 85
907 685 648
520 271 87
569 97 54
641 501 723
774 579 946
157 648 272
393 462 676
670 192 723
925 205 934
40 312 504
486 316 375
469 108 228
902 92 633
375 444 867
692 62 639
882 271 37
391 868 436
426 167 1
