854 2520
101 824 53
144 749 989
695 814 130
315 551 401
174 677 685
363 236 926
367 258 366
371 356 685
69 717 118
235 505 876
106 807 85
458 810 103
88 107 825
469 94 178
530 322 250
144 704 847
521 545 328
12 17 733
338 203 956
364 798 446
508 265 607
59 329 224
47 607 406
454 496 985
582 341 48
831 665 259
461 410 521
729 532 151
361 481 218
758 510 223
41 834 659
661 144 248
327 534 661
525 14 294
431 739 104
653 260 180
601 289 260
827 51 714
53 693 879
799 617 230
99 399 255
162 611 178
2 302 979
492 118 24
820 247 122
369 262 224
222 663 710
143 382 579
17 386 902
461 107 792
304 77 313
140 649 655
564 679 253
45 337 211
563 545 999
598 819 414
686 536 428
341 152 797
780 823 17
684 422 238
612 381 475
705 470 378
832 797 9
766 47 44
342 666 104
203 740 130
294 756 504
33 93 345
554 217 308
318 174 147
392 342 98
804 195 947
518 455 956
449 112 255
635 731 941
566 20 690
577 401 767
270 602 91
853 249 295
715 102 432
486 763 421
202 740 365
121 153 24
678 779 214
87 419 650
132 704 237
206 357 206
112 777 600
332 343 73
440 399 232
44 480 678
565 170 338
350 555 91
220 693 304
610 396 759
526 547 397
444 230 13
28 257 272
830 36 870
220 311 699
382 713 213
387 547 645
166 308 916
693 809 467
446 661 247
662 647 210
338 289 289
124 463 422
342 130 167
634 656 130
804 63 694
264 710 483
143 557 95
602 284 767
770 524 387
62 462 735
545 535 513
785 607 818
754 396 231
653 316 208
712 604 642
438 47 311
440 183 843
389 735 997
218 742 417
739 445 743
243 543 263
305 737 102
621 839 982
36 775 143
406 686 279
146 19 39
46 66 38
82 300 150
842 780 103
407 293 175
588 312 909
288 716 366
426 582 308
544 615 377
95 611 112
313 662 797
300 1 322
591 275 480
344 698 968
389 771 812
481 685 488
443 677 495
128 208 626
837 408 572
401 93 69
412 429 479
515 139 987
237 380 769
587 98 516
214 44 666
6 11 136
201 3 349
40 274 178
402 384 892
366 108 469
814 25 85
34 442 276
820 663 611
658 77 570
553 533 314
675 683 175
241 670 470
837 294 592
73 320 892
672 568 92
757 129 196
311 118 599
461 327 926
60 572 577
301 4 444
277 490 227
325 21 828
555 257 7
734 291 243
825 409 304
231 434 494
561 330 730
525 362 354
162 562 610
754 458 685
833 705 376
8 355 374
563 33 676
