9244 28923
9004 3700 -269
1694 3528 692
3953 3976 -180
1875 2309 636
2552 157 -559
8439 6166 749
3764 9000 599
4296 1793 291
2982 5270 -476
6142 447 874
8207 8051 -610
5118 9089 -565
4036 2783 -932
5409 7009 -439
6610 5281 833
571 5060 -478
144 573 372
3398 9233 -204
7970 2285 -223
5510 6171 597
6356 8084 696
8182 2011 909
6909 4677 -602
7068 1295 868
9191 7961 314
2049 2398 803
8598 8990 -314
6556 6630 -315
7972 3300 876
9186 2862 218
255 1069 -840
3392 1344 986
2083 6168 220
418 3243 -561
6719 1890 -185
1310 1445 173
8696 8595 -800
6603 8728 -87
2436 4062 -628
3178 9034 -338
1028 5001 366
6896 4907 -782
1231 4496 -637
4948 1777 -793
8071 196 -263
5028 8893 -688
3976 664 200
793 4320 279
4670 7813 26
4744 8126 887
9150 4422 898
6421 3777 122
8024 2948 -38
3575 3413 -713
4033 4265 604
4884 8507 366
7935 6755 594
8247 7597 435
3823 3016 -977
2193 6186 -703
6589 8738 705
5336 7332 177
5824 502 311
5951 3230 -309
7832 3782 829
1481 2008 819
4974 7243 -354
1555 3074 -112
8976 4261 -836
2571 8786 541
6176 2405 610
1186 6855 4
4478 6560 930
8292 7660 151
8678 761 201
6141 4837 253
3423 5094 794
7300 8021 636
5225 102 -84
5703 9215 -907
1321 5506 -5
6821 1456 -205
9003 993 -442
4092 7588 458
973 1064 -735
2931 6385 54
6266 558 689
4718 174 440
3898 8201 -408
6706 7570 -544
5832 8101 275
4380 383 135
6335 405 -740
5757 1850 -917
3112 813 -239
7910 2487 837
5566 109 -701
568 7331 -901
1101 8698 -332
8416 3813 875
5322 6244 256
8762 6156 132
5193 7425 877
6164 4992 245
5876 697 364
7050 6383 906
7397 6881 -857
3277 4332 629
5386 2285 383
7673 5402 -85
3619 2433 601
8811 3783 199
3768 4005 -843
2477 8120 491
2826 1260 139
7574 3607 -36
2798 2450 -493
7433 2155 -636
2864 1594 -117
464 3807 39
4787 5428 955
1433 2403 -757
2824 6290 -598
1856 6590 852
847 2206 274
2570 2659 954
4313 3813 224
2399 4453 654
1905 3840 -612
4777 877 701
6569 166 -59
8757 3935 -24
7468 7777 42
7760 2809 521
5454 4032 868
5959 5485 -594
7273 4397 -594
5844 5007 442
7630 148 576
4773 2142 407
3976 2354 261
6217 2516 -3
467 5604 490
2555 3767 46
8616 7950 828
8257 4978 350
5022 1895 -513
7523 56 -246
5224 5485 866
5657 2563 319
7481 3460 725
704 2954 604
4962 2656 317
2184 3538 767
348 7076 619
6892 4881 -618
4512 8975 208
3909 276 281
3264 1709 182
4183 4633 -643
300 3725 771
4651 7930 -764
5016 496 175
8362 7298 806
8050 5076 845
7759 1796 315
4580 3694 528
4918 5507 436
1252 6407 -813
4485 3074 -535
4310 6619 873
5501 5191 178
5621 8468 894
9161 1401 714
4917 8232 81
8950 180 -405
5312 2042 -950
8486 2133 292
4274 7500 -432
6159 3085 -865
7493 8396 -726
6122 6520 -831
5998 3020 -265
5558 8399 475
4499 6348 -70
3296 1572 -657
7653 8487 -415
1930 7107 625
8690 318 362
56 6061 -81
4740 2923 19
9189 5674 129
3493 1565 989
7759 3357 -953
4254 7547 847
8515 1371 914
457 898 76
7410 2172 -648
1749 7125 832
5551 2072 -658
229 98 -750
577 333 778
3304 9143 690
6872 8738 -947
5745 7956 468
6776 3170 976
7885 1964 773
3313 6239 134
5772 7387 -756
6215 6325 -774
518 8726 -64
6001 2997 564
1526 7578 -678
1819 5562 644
843 8955 -812
5290 8756 961
5000 689 -347
7760 8337 962
3563 6012 -172
9033 4769 598
2960 1425 370
5628 330 -629
5185 2047 982
7337 1308 434
1812 2427 -590
1790 5254 -55
3800 8684 -742
8186 7302 -311
4451 3282 -400
7838 1510 705
7779 3658 717
3306 1647 100
2001 5409 -415
6771 3915 692
7224 1183 -75
5029 4671 -256
8308 5879 -467
8975 5627 -629
8389 1193 -90
8597 5931 -894
5553 7334 160
4843 4040 753
2661 6906 991
8649 9044 928
1364 6833 836
2553 2264 -963
7808 6414 966
6440 5574 637
3813 7058 641
7841 5943 -728
5093 8627 -421
7861 1227 -394
2910 8251 536
6099 6691 -524
7464 6175 -184
491 6197 181
1703 1028 -114
9130 9229 -358
263 3682 713
8375 1489 -34
2997 7495 -281
632 5955 141
2356 937 -630
3451 5918 299
5311 8399 -883
2063 6539 400
6209 243 176
5013 2841 259
5467 8616 501
8647 275 225
9008 1527 3
1843 8126 827
5171 8860 -308
7962 997 774
7634 7523 -281
7386 996 712
5942 8827 -121
2865 4264 -818
4047 7308 -228
1822 3674 -603
9106 7856 564
3547 5093 30
5363 69 302
7915 8196 -232
4461 8351 -413
1855 7467 -767
8532 8800 -358
7777 1259 720
8145 764 155
4724 9081 536
9183 1004 554
654 6725 -113
4920 3149 108
4961 4055 148
8398 2690 85
4167 5442 -355
4160 901 -872
4015 4673 -710
2763 3010 886
4344 7976 561
7800 5426 956
4315 7582 -714
7903 2509 370
4576 3974 167
7343 4771 547
7923 5472 -720
2984 1330 373
4029 7724 -23
6075 2519 419
6615 896 89
2570 5264 260
4032 4919 0
7454 3448 530
9125 7866 140
7541 5839 136
3389 3582 391
6984 2223 -448
3799 6730 -818
4155 5808 -761
7221 7582 732
7938 3669 673
8440 6604 -990
3870 717 245
7260 2005 833
9133 7864 -552
8570 8307 -795
6904 2226 -544
8442 2545 -254
2357 2114 -32
6616 1148 923
9202 2851 413
3779 5263 539
7982 466 886
8073 632 634
2471 4743 951
1897 7621 -656
7650 3024 444
3287 6751 -183
8244 2051 299
1001 1421 473
3468 3171 837
5158 8315 -329
1513 4669 -978
3809 8224 -169
6688 7091 593
3785 8191 -407
3749 7731 -104
4048 4464 -203
1275 4924 218
2902 6142 -320
4041 1360 -517
2771 2501 -493
4675 7680 958
5133 5329 -600
1032 8598 -835
3727 7406 -329
5689 1386 534
6891 5728 -688
1871 7182 -158
685 3146 872
1893 6015 -364
617 7784 117
3744 9141 645
7929 1669 -894
1178 9002 784
7621 1265 601
5276 3624 -27
4810 4427 965
7530 7157 -772
4459 2024 637
4671 628 -800
4535 5137 236
7810 1467 -143
5813 15 -876
5827 2204 49
2200 7842 -214
7099 8050 568
5306 3326 807
9231 2742 -633
8508 1216 42
4538 3632 -401
3151 3472 683
7902 8356 -439
4556 1894 -354
1773 5946 524
8256 5257 845
763 526 -35
2668 597 845
6770 1462 -521
250 7225 957
3480 2166 -497
6418 5795 628
899 2369 793
6452 7209 -255
883 5774 -548
5343 2635 -841
3794 8957 -755
4634 228 105
5831 7285 -175
2408 3384 -402
5044 288 -797
8459 7201 -398
2735 8493 13
6533 1192 -61
492 4078 508
1941 712 553
9028 8809 -245
8067 4763 -308
8220 2368 -820
1106 5331 832
465 8575 -64
4613 4240 -644
3132 3751 910
2703 1607 -701
7503 4724 -992
2189 2324 635
1318 2134 -666
894 390 -137
2594 6379 223
7873 1821 743
4926 7007 959
5357 4122 -818
6974 8474 -193
1626 2434 545
8036 342 806
8747 4351 649
9173 1268 -435
5719 8365 905
612 2158 61
8512 1493 -516
3288 6590 -936
5401 773 985
5032 1660 -415
8242 3931 921
1542 495 -737
344 2204 985
6049 5538 509
5449 7001 310
7569 8467 67
6919 870 545
4013 7090 -514
1292 4439 708
7354 4406 169
6004 4330 53
4016 4606 323
2029 2554 281
7847 8282 -732
7242 5813 -974
1327 5473 416
7325 8035 142
297 2385 -711
197 4942 287
4718 1933 139
464 6237 709
6560 9202 449
5834 832 705
7331 2767 698
195 40 436
7950 4588 -987
6474 988 -437
2259 5182 301
934 2725 -716
8489 6479 -733
4286 8255 -274
7577 5236 -934
1694 6089 -199
5891 2551 -876
8964 2157 -490
8197 4465 32
457 2222 663
5681 2668 858
2798 8265 145
6649 3546 -828
954 7535 379
1297 8272 96
2087 5902 -150
2454 5905 -905
1112 5191 -929
9044 6872 -548
2176 837 -462
6462 6142 7
5950 8482 943
4046 8153 -275
7107 7117 917
4587 2245 990
8831 4292 -733
2307 2493 -619
5167 8548 634
7474 8597 -879
7847 4903 -103
8303 812 735
5955 1073 -463
6059 9072 9
4362 1896 141
7705 7641 -110
6111 7895 48
4257 2377 -631
2927 8553 -547
4123 2194 -376
3737 5781 91
8893 7386 -579
8422 5589 -284
7195 5582 -258
3706 5620 -873
4939 4023 313
4869 1566 -169
288 1934 -153
1712 8355 197
5315 8215 -302
4928 4994 323
9063 4608 -646
7980 8065 583
7625 8239 882
4006 6076 -263
7387 4605 -331
6933 870 916
1317 3923 788
6401 7008 276
8348 3633 -706
386 1057 57
138 7355 -787
7071 7978 113
4102 1467 845
5930 8631 478
5952 3614 64
5960 1133 333
4009 3025 -407
7050 3490 -556
308 6582 639
2819 8958 -255
226 866 909
2389 8168 627
2300 945 876
2858 6837 737
1712 8294 341
6232 7403 129
1070 2033 -774
8058 4767 -388
2527 7355 -153
958 1762 461
7932 8240 -606
4209 1379 429
922 3923 -164
7124 4423 48
5279 4036 26
7079 8086 -834
4913 4081 334
4875 6937 609
1499 2115 310
6180 1931 310
4113 1265 604
8809 4117 -763
7305 178 709
3688 6292 272
7649 5156 -657
46 2434 -272
8162 4170 836
2737 3130 346
3577 9131 630
6739 6202 -942
8138 3035 26
3888 7063 842
978 7036 -690
5629 324 246
1315 6854 -239
6189 4151 179
6839 5275 886
6512 2511 -377
1034 5757 312
3756 5527 -970
9019 1235 -278
1447 1563 -399
14 350 517
1523 667 -953
3284 8253 167
359 2890 512
3385 7013 -319
3048 4139 -664
9021 91 124
5727 7400 616
7738 825 257
753 5315 -614
8033 8081 -169
3102 4418 -599
904 8787 457
1141 6288 -945
2292 7061 -658
227 2327 -799
8022 1217 -634
3268 8583 -783
3897 4177 -896
5556 720 633
4945 3949 890
1692 143 -865
2394 8418 456
2228 6239 544
405 7351 58
5830 4230 458
8661 2778 869
9194 8627 -541
7651 890 -204
6502 467 471
4888 5699 -12
3860 3947 554
3342 4807 -755
2697 1573 -331
9240 7827 820
5698 30 36
8907 6130 -278
4009 8048 -19
4706 1220 -497
8836 2265 -143
1533 7290 894
4558 2128 -21
4506 162 -495
6562 1862 142
5366 5486 579
4612 7334 -35
283 7725 -425
4540 3572 -715
8176 1318 351
2392 7460 -514
3128 7686 -484
1688 4751 838
202 5653 596
7746 5531 569
1996 1101 683
1129 5229 -977
5087 7039 38
5561 988 -726
3523 5553 -131
173 3421 447
8337 4481 648
6959 8553 -24
162 7425 -486
1330 1355 -297
8710 5894 929
8940 1075 -324
1321 5613 193
4140 7599 -69
1956 9049 -537
8212 7171 -618
4025 5179 -663
4961 909 720
4319 4250 998
3871 5374 -68
67 4728 -404
4024 854 494
5021 3870 633
8912 7488 -170
4986 4012 596
6802 9197 -267
1695 7080 713
2017 7421 579
1659 3016 -451
5203 3048 -54
3308 2115 -28
7616 130 129
7335 53 504
8151 7913 330
7273 3017 659
7594 3271 -274
4274 7254 -334
2648 8626 381
3621 6302 -910
7389 769 203
5904 7393 -766
2805 7054 -145
3416 5958 -197
4755 2139 396
8619 5118 148
4869 8413 808
7068 6026 -800
7038 8912 -14
2097 7403 -151
4110 2331 -959
718 1608 -530
6381 3591 457
6285 6836 -816
7349 8128 -413
4665 1155 537
5781 9167 -227
8555 7144 192
362 5086 -867
4711 3902 719
2566 143 628
106 2343 -386
2749 3721 185
4798 290 -932
484 7434 197
761 183 -644
6922 3194 926
3105 725 -990
6223 4520 -706
4456 6786 198
1091 7374 635
1923 5787 -605
1857 3339 -153
9049 2917 -662
3406 5606 869
3466 2043 -715
553 1705 -471
3578 6911 482
5588 4267 829
2081 8821 671
8315 9067 -891
1614 3440 -744
7972 3246 -327
1583 3924 -235
6575 7918 -426
8266 2451 -457
6704 1664 -106
8216 8038 170
2057 6633 -206
5679 4950 231
3217 4427 725
8661 4299 6
650 4723 -897
8535 8065 633
3771 6322 -791
1045 832 -116
3543 396 -767
4503 3219 -514
635 4240 -683
4322 4894 -492
372 4119 -191
3539 166 -450
7775 1706 99
3441 8749 55
7338 4937 228
107 2594 605
4149 846 221
2730 4460 -925
5041 6492 206
7495 1115 570
4108 3318 -897
1321 1468 -199
4536 3931 959
7526 3503 360
5180 5337 -162
5090 5204 -584
311 1141 746
8892 734 165
5328 1742 -384
4124 7024 778
5711 4678 -899
3008 1610 -416
1773 9135 -552
6773 5141 -309
3549 1791 894
5342 5356 -432
4339 826 -194
2958 3577 -248
8750 7087 -457
2384 8557 689
3929 4249 772
7615 191 -691
8063 6278 681
2876 8162 295
1136 8526 -211
8764 1973 -365
300 4383 -520
731 7276 935
8206 8653 998
7010 4771 730
3089 1008 -952
2435 9244 678
7422 8203 -898
7747 6602 -189
378 6372 852
7176 9091 -802
8519 952 -962
366 7040 925
2075 3939 -998
2924 9235 922
495 5263 -919
4300 3864 -371
6679 1791 386
5080 1998 821
1296 3395 861
7743 1983 476
4728 3745 -861
2270 2891 109
2338 6360 -861
350 5854 582
5382 1615 -646
7337 7655 803
2140 1438 239
7276 4127 398
321 3293 -214
7978 2530 -582
5203 3826 -946
7215 8235 -290
4212 5892 -560
6193 1765 -618
3451 6422 -153
8762 5570 900
8809 9167 490
109 3313 -669
7130 1091 654
1270 1936 -712
9225 3865 -867
7248 5511 -668
296 926 946
1819 1302 250
1013 3472 -901
1044 8418 372
3499 813 219
7406 3728 657
7779 2928 686
5214 6526 179
629 1065 -429
6747 4361 394
6399 6272 -264
5829 2270 -479
4510 6778 322
4591 5930 -668
6198 5899 -424
307 6898 829
3237 8652 -718
2250 8873 681
7730 922 -147
1385 3650 -139
7569 7867 -93
5468 4276 989
2370 7604 708
7348 8329 193
2529 8405 244
8876 1363 -402
7269 6854 -893
5823 7186 -514
2458 6911 -457
8983 2213 864
5443 968 557
6347 221 -331
8285 7988 798
4499 8307 162
1052 5945 831
5944 48 -952
6284 3593 -114
7699 2336 -252
5576 7443 720
2114 4741 -928
788 5330 794
2967 5805 795
6175 2067 831
9226 4849 477
1783 1847 459
4672 6518 -133
3055 2632 433
899 6958 -221
1559 2545 -310
7633 2435 -710
3204 2535 -306
1375 6427 266
2923 5372 317
1222 6296 -144
8757 5077 -519
2890 8068 316
838 402 565
2126 6414 374
1043 8443 301
7211 2963 -944
760 1717 129
7817 7494 326
5184 5041 -943
1047 5029 724
6300 4190 -102
4914 4655 -974
657 1109 -534
8132 4673 490
5427 9192 733
2430 4037 377
551 4030 720
4645 2190 -974
3758 6017 97
7336 669 -429
6703 4025 457
5226 6117 973
126 775 -632
4335 715 413
5414 9119 154
1772 3819 999
242 6142 791
7993 3487 -467
2125 420 574
6389 144 479
4800 891 -356
4308 323 990
3691 172 950
3306 6480 -609
1139 5422 816
2976 8101 54
9188 8391 805
2989 5791 437
2872 4748 575
3787 5555 -437
8775 3570 678
1491 6789 -203
6333 5527 115
8857 8958 629
4362 8362 524
4078 7404 -702
7715 2748 -942
1846 6772 392
6749 1022 74
5080 6068 -162
8557 6633 -321
1398 7206 -522
3699 5539 437
697 8702 126
1942 1006 -362
249 4389 -762
7412 2782 625
8701 7396 508
3324 9054 437
1793 1679 65
6508 3298 705
6952 4830 -147
7463 2804 -317
4482 1282 -535
2078 1199 105
2996 4410 209
8121 428 486
7892 6476 -189
859 9017 -872
4043 861 552
1151 7144 854
2620 5262 -908
4035 6663 -668
8579 9058 -179
6023 1813 137
8441 8387 99
5444 1673 51
998 2675 842
1029 4975 487
9208 191 -711
833 4935 -262
5565 3337 -10
3964 801 998
646 8871 -169
6072 3514 -485
7627 6806 -880
583 2854 -180
560 5422 -510
8176 7990 328
4734 8867 858
490 1813 -426
1489 1933 -32
741 3181 -873
8650 9166 922
807 8648 861
1718 6089 546
7477 7621 623
2782 5027 154
6386 7199 258
5494 5308 761
2541 6304 996
6507 8966 -490
2053 8541 461
3548 5080 168
782 6600 169
6110 210 49
1444 9098 884
2901 4741 359
8686 9108 -248
6326 1836 910
306 3366 -517
3604 169 54
2942 6724 522
2824 154 516
3921 2339 537
2636 6954 429
8304 6629 802
3036 7164 981
7254 2369 290
2635 7172 -279
1741 8139 -679
8166 6411 -335
7365 8786 188
6981 2155 -176
3736 6402 447
7922 282 424
8188 8194 602
1716 7666 -317
7849 2292 460
3851 445 -610
5010 7983 -165
197 8274 3
301 7091 1000
7022 3606 347
7396 1938 97
5389 4666 68
5920 6324 -300
5310 4486 427
872 13 134
412 2671 380
2371 8799 174
8503 1831 563
2550 8262 -38
6738 4039 -912
4713 6238 -825
2395 8481 10
1646 2369 940
3770 1002 -914
5165 3632 -296
4414 514 932
5382 7443 746
6900 6531 671
854 6305 986
4930 1567 -894
1541 1555 -129
8939 1507 255
5584 4317 857
3456 2195 -114
5410 4862 -682
8468 5836 -992
8020 5716 -180
2151 4139 952
745 6929 -870
8196 3443 104
946 2719 156
338 2616 -81
9004 7656 -702
2193 57 119
4139 4909 118
5622 3473 923
6373 3565 109
6538 3556 -221
4076 7489 -660
4985 4525 74
4356 5758 -904
2549 7963 531
234 8397 -507
5992 7962 896
7770 6592 153
6277 3056 524
2974 8107 -992
2345 1326 -753
8364 5793 471
4306 5792 964
8536 196 918
7253 701 -148
1381 2368 -961
5670 2169 -147
3457 3668 622
7047 1472 635
9031 5282 562
7776 4586 -265
7996 5223 -50
1858 282 -753
2980 2085 875
26 8452 -7
2476 4385 175
2997 3181 -881
4254 9218 -623
7472 2365 232
1359 3183 968
7898 3724 589
5954 7806 -70
4370 8540 718
5087 3046 947
2046 4411 -89
2932 4387 101
3460 3263 -362
6823 4868 -374
1690 4887 711
2367 3437 -885
385 1642 -109
3710 1988 -969
4698 1968 416
5176 3720 -877
7072 8951 271
1549 3010 756
1353 741 622
4295 4016 -63
2453 4342 156
7390 7046 -126
7610 4749 893
655 6204 -899
4218 2674 -405
2634 163 -671
7361 7107 -323
6005 2890 307
3407 4585 -657
8245 6334 -72
8516 3224 -562
1474 7153 -726
8890 2359 169
8680 5821 431
7721 535 274
8722 9052 702
7940 3616 606
2038 3886 -428
5470 7821 -851
4401 77 -76
4032 5359 -65
6067 784 293
7013 11 568
5202 4160 -985
1460 7526 686
765 3064 598
554 1654 66
9232 1539 -680
7120 8705 745
1642 6076 -490
3061 9216 -337
8623 2150 -350
5945 6836 -329
3194 1465 99
7113 6229 834
2763 784 -105
2642 8776 -384
1013 8342 -126
5504 4854 446
2955 5439 -530
2317 3037 120
5789 1763 21
1592 5254 208
4801 1221 517
3525 247 -727
6892 7765 325
8434 6883 892
8668 1265 -341
5693 5457 403
7767 1328 -359
6739 6133 -246
4992 6948 -96
1996 8873 -676
7001 1054 938
1100 2206 -703
9041 4932 881
3157 1892 -42
458 6725 -967
3726 8506 566
3265 2400 -70
154 2106 331
6270 4853 -525
6692 781 -996
544 8165 -994
5680 5750 -595
1163 1156 850
54 9222 654
6372 3805 657
4146 1093 605
1393 7608 -227
3579 5724 290
4454 6727 427
3260 1714 705
8013 8474 -541
3780 1243 -314
4537 5889 -504
227 7183 477
7939 3110 106
5431 2970 -688
1567 7518 -745
2491 2321 48
2755 5008 -994
6678 1263 -479
3735 7812 577
600 445 697
3563 6111 857
2776 5737 -101
85 2654 -487
6918 596 -606
4377 2778 -383
6953 5 628
5459 5007 -105
5147 8710 -378
6159 2605 739
4170 6693 -470
4601 8743 133
5964 2214 612
7102 5807 -353
5688 1631 -152
3119 6408 -261
2756 6495 -46
5380 678 236
7588 8758 650
112 6128 759
3900 790 593
68 5880 -4
2541 3549 -157
9097 3071 972
8912 4106 -345
5206 1146 339
967 5640 551
1926 7459 -494
1713 1101 375
2764 9056 270
8809 2042 -628
967 7575 105
6437 8576 106
6851 1170 264
594 8840 -780
7650 5091 116
8655 2480 992
1074 988 970
6926 3094 451
8320 5148 -603
1745 3355 -284
4866 7898 -527
1733 3175 842
2979 2168 628
1654 2099 -365
2049 1133 -473
7918 4383 -872
3347 3756 -59
555 1245 454
7863 6159 -195
3598 8852 38
6592 1575 -593
2934 7274 -725
678 5936 -176
6726 7265 93
894 1889 -674
5098 2646 -394
1722 3880 -648
2306 4446 -647
3957 1182 -320
4167 2659 346
4739 7284 -888
5606 6329 522
1179 866 661
6698 3066 550
5214 4295 865
3967 5534 -739
2235 3301 648
6771 5435 260
1000 9115 -738
7055 4321 442
4468 4583 -991
504 8172 -140
7609 3725 776
8987 5841 -361
734 352 813
3441 1044 -622
4428 5117 -869
5449 7507 583
7196 7171 -479
6224 1589 -118
3405 5113 -25
5236 7961 -731
1396 526 805
7702 7309 -745
2570 4689 -135
4631 7794 -816
3188 2054 -35
1315 2432 54
5397 5029 -264
3355 3277 371
3406 5050 -453
2657 4252 -555
9084 431 -404
5398 337 -545
3923 1141 942
9014 3993 -176
7725 4316 -155
6368 2364 816
5187 3474 435
8882 750 -464
1117 3776 -808
3698 2742 -157
8418 2102 651
6525 6989 -905
7783 6150 967
872 3617 -873
8931 7519 -810
3799 7196 -163
8088 8065 -555
9137 7385 328
8462 6857 -771
8983 469 953
136 3562 -804
2108 7196 718
830 8661 -98
3943 2845 143
4446 5119 -462
3542 8557 -379
8226 7353 -101
8898 8478 427
8842 28 -78
9149 9081 -720
2527 6916 941
2558 8795 476
7942 3720 182
1276 3718 -795
1442 1344 -658
8067 6745 495
168 4270 -862
6561 4542 432
6069 3040 -643
5158 106 -209
4521 4606 38
6020 1684 670
2455 3732 -485
7884 271 -555
6208 1588 -415
6569 1684 -167
2492 462 -945
3336 9074 -960
4458 4071 745
6678 7302 -38
5245 1603 -957
6867 3109 341
1979 1933 -89
2822 5453 -124
8818 6236 1
46 4102 -972
6445 1494 422
4345 7264 -701
1815 5495 -35
6911 7217 836
2169 3029 -117
5150 3561 -145
5463 6054 -862
4818 527 -881
4324 807 -710
7293 3848 643
2982 2130 -688
673 3662 774
1962 2235 591
9076 7471 722
7725 903 428
5390 2063 -482
1794 3952 -681
5831 5437 -441
6546 716 -255
9202 6981 -962
8688 8921 -557
7197 7401 743
4488 13 357
3872 5260 950
1378 7190 97
8856 681 -845
7379 6673 861
8264 5890 397
369 2585 -366
6261 6528 -535
7238 8229 -580
4030 4573 902
585 2863 -641
7183 4640 371
9055 6259 131
6534 2449 858
7719 5507 -536
4706 1872 582
1718 5814 -229
1635 5331 249
1662 5332 792
3430 6596 186
9039 6757 791
40 3475 -812
9074 7974 -577
6646 1457 -119
4941 5795 -605
5794 4502 -93
7284 8797 122
4007 6654 -558
5482 1659 -558
4347 3062 289
1662 9018 -694
2155 8900 440
2272 3958 -602
6491 4179 -511
4683 1358 16
3290 6222 -560
7545 8801 -470
512 8571 661
1417 7547 897
4171 1411 -920
1035 7052 476
5831 1285 -674
5311 4795 653
3168 6171 101
1748 6206 55
6922 6320 -736
7068 3346 -134
523 3312 485
2150 6107 -508
856 2108 8
7023 677 -235
3315 7235 536
7938 7612 417
5117 4837 316
501 6374 155
5749 711 45
6781 8128 -753
8012 4997 247
6044 8809 482
7131 4885 655
1521 3509 -173
4717 2212 -435
4313 5989 235
3340 3663 138
757 814 -441
730 1144 484
2756 5135 -214
4189 4187 -852
9045 8201 -275
7473 3040 166
888 3825 -733
2393 8374 -660
4490 4415 -377
8360 2969 24
8945 553 338
2721 8572 891
5636 9024 -937
4999 3199 723
4356 5668 143
3002 8359 695
1897 8349 -509
582 3712 -612
2453 1150 139
8265 562 107
7206 3051 424
3476 4327 -128
5063 4034 -601
3927 2623 331
5202 3006 873
7549 4376 -572
8640 4713 174
5755 4592 349
2539 8925 -468
7089 581 -550
7734 6305 -370
1383 5502 -402
4935 5017 427
6302 2032 766
6531 3373 813
2608 1382 -920
8898 5707 -554
2597 5522 257
8899 2699 -156
8974 1238 -445
2119 7142 285
5805 5732 267
6206 5313 -998
1863 4408 818
8240 2498 791
3429 2867 543
8152 2327 -708
7994 636 781
5028 6718 962
4896 6443 -736
3521 2584 -958
6977 7189 258
3699 5244 -267
1898 8056 675
4469 4657 956
5563 975 426
5769 2968 -707
3293 5640 -240
634 8047 -735
6343 3202 -342
8838 2816 -32
521 1523 321
5720 6334 -739
5910 8986 -932
1380 889 -243
4867 6115 -215
1717 2893 -908
3812 7442 -907
4270 3568 960
7604 8073 -312
7803 9215 -312
8861 9059 268
6873 6963 -79
8601 4696 -455
3701 4834 510
8826 8952 -53
5630 3156 542
3103 842 670
1047 2456 515
1661 8732 -501
2367 7585 128
6634 108 -924
5493 5983 -254
5266 7622 -575
6681 6013 -762
1507 8231 885
6764 4451 -225
8466 7439 854
2718 8643 -266
4463 275 8
7168 2798 565
1251 5039 -441
1270 5363 713
4430 8598 -841
1738 4493 257
4832 7024 -443
4274 590 -474
480 6226 -525
8381 2433 -953
5064 6382 -19
3208 8798 -415
8208 4300 -752
6281 5795 693
4626 5849 980
8142 2252 -531
8068 8966 -737
3384 846 -412
8981 861 -493
8104 5749 830
6547 6190 550
7473 1518 2
2583 8896 -681
1178 826 -727
566 4349 -640
3328 3163 532
5735 697 -375
6391 512 557
1169 364 969
971 3062 530
3140 7893 449
2388 6058 -403
3057 2020 149
4264 5235 544
3134 6335 463
8683 2495 107
1838 3847 -672
1646 1198 848
1527 5830 118
3881 472 659
8589 6769 -982
2833 4907 -198
7789 8390 -695
20 1441 -362
4515 8001 931
4033 3225 385
1882 3941 -452
5377 7571 -268
5274 7542 638
5759 8008 -12
5869 7386 -250
5438 2897 229
8400 5382 -303
6436 3569 -921
2748 2803 17
5423 2045 840
5829 1649 993
7194 4579 -897
6918 4280 -493
1082 2662 -326
752 6859 -462
6180 1157 -709
2184 2735 -959
3197 4718 114
1592 6462 -163
739 4126 -85
2720 3166 230
784 1534 -483
7671 5284 -235
3638 3266 -173
5906 2435 517
2728 4553 2
1231 7746 407
5560 1039 -922
2218 3562 365
2846 6587 -141
5373 3186 875
6061 4655 -279
2048 8293 -921
3998 1369 994
8916 4349 213
7519 2966 112
767 1723 -354
7246 1649 68
3 3501 880
9158 6552 625
4337 2757 -861
6771 6695 978
4051 2696 825
7228 2571 -466
6366 53 -944
5510 6015 -685
7676 5492 502
3573 2821 977
5672 4322 502
751 866 645
2551 9063 -654
5782 7493 -711
6457 7665 809
1231 8794 199
1429 2142 -321
5888 2801 724
1861 7086 688
7109 206 252
7567 1113 -288
5191 3820 -350
9039 1675 602
7828 5231 -465
631 2360 -537
443 3065 264
4057 943 -329
4000 5405 -990
5643 7595 154
3408 5653 750
4540 1976 -413
840 3893 -957
1715 2632 -768
2705 6142 356
1966 2324 -581
1195 161 387
4351 1216 -379
8250 4689 379
987 6911 -126
4596 8573 -992
1449 5697 837
3412 4454 10
4988 6376 344
6641 2140 -81
1332 3130 -392
2580 1521 981
5473 4181 863
181 538 -980
5841 4293 602
7334 7039 -111
3830 4397 -214
7578 768 671
7629 7030 680
3846 433 484
380 6501 564
6685 4865 -884
7890 4843 -84
7882 264 -947
2085 1667 941
6482 8478 435
2203 7466 515
8051 7482 588
7219 90 -137
4327 627 447
206 3789 327
4257 1382 -87
8607 5046 680
7942 2824 -34
7505 617 -180
4784 1081 852
425 7900 382
4352 196 -153
1133 8918 267
1316 454 555
6292 495 -414
4498 1145 -876
1556 6971 134
5761 645 -898
5203 6691 -171
4240 862 956
3185 3866 -89
95 5426 906
8712 6336 816
1504 8374 203
3343 579 357
5856 902 506
392 1198 -530
8516 8029 -701
4516 4867 -780
1602 4 -880
6785 3123 502
8355 51 -496
1288 6170 -764
7604 3094 3
7001 7692 64
5468 546 241
5552 1004 -434
4463 3752 -409
2688 2559 495
29 7473 141
7430 1412 -646
3272 2065 -482
3172 3274 -975
7730 7384 -300
7561 3873 -484
2281 8755 176
7599 6845 -487
4108 3075 -424
4269 8867 911
111 5495 76
2168 3777 -888
152 5846 725
3383 3241 702
3706 141 -383
8861 5267 555
8596 7887 -178
419 8949 355
3321 2715 416
2707 937 136
7587 1230 35
6058 5817 610
2168 8926 -281
1175 3836 -413
7455 6952 214
