20
835 957
905 612 -331
714 415 -714
648 880 -465
393 464 -159
348 299 -548
98 393 -362
451 450 617
843 75 -477
700 234 -697
832 621 -389
850 429 -146
444 636 -40
672 865 955
609 57 987
238 797 561
443 186 852
157 882 65
811 890 357
498 630 -622
396 154 41
856 106 -598
450 379 -594
233 147 910
514 829 -134
676 27 17
656 740 -979
645 816 742
673 357 452
355 681 -10
381 682 316
730 93 316
753 210 483
147 4 -730
427 721 -144
799 165 -102
716 150 414
728 375 24
19 340 389
69 98 -661
613 563 -789
291 72 -253
604 636 957
286 524 -470
176 746 -769
618 716 -900
847 792 495
300 206 -357
56 370 -441
456 313 336
169 48 977
455 303 -553
64 717 -839
182 346 834
149 698 -834
853 236 -769
655 455 77
110 563 -467
370 629 -816
64 421 275
578 144 587
139 873 -361
266 435 96
887 876 -453
486 585 -206
308 501 -296
155 550 295
661 23 -139
257 812 690
521 570 -392
788 589 -842
736 533 -272
128 656 -145
222 608 -864
325 544 -343
914 140 -310
622 903 854
129 561 -16
666 580 -867
659 163 -878
846 431 -12
238 633 329
276 209 -654
239 97 222
95 791 -619
587 155 -598
242 569 -161
540 295 863
628 508 -204
926 685 -913
894 48 922
46 73 -825
925 287 -501
386 767 -149
857 722 217
733 792 -234
785 468 29
545 583 -525
223 434 -375
376 306 -233
6 919 -459
808 776 -569
715 703 -446
196 601 -231
772 775 -783
383 669 -567
688 62 570
896 322 -851
297 236 919
430 366 -836
628 60 466
265 384 846
532 638 -75
885 631 512
751 788 -883
603 232 788
738 227 -100
813 54 -337
311 159 -853
561 422 596
69 666 51
305 890 -266
341 163 -197
57 498 491
301 99 347
617 635 896
107 108 359
859 581 211
215 217 903
853 514 111
531 193 573
752 919 862
386 461 630
155 676 -672
133 666 -330
229 847 -358
409 182 783
296 734 847
801 600 252
695 398 71
869 43 -249
300 329 -409
786 33 660
728 463 175
644 555 -701
578 554 887
403 600 992
690 504 437
495 550 -187
219 850 -220
742 843 -237
793 690 810
493 165 550
119 18 872
497 78 473
796 438 -707
905 546 -629
705 65 783
437 468 466
186 559 -428
565 790 323
316 610 139
291 412 -658
506 456 445
257 263 -948
674 253 -57
27 612 480
204 560 794
755 183 125
616 23 973
767 578 242
169 230 -591
216 87 -620
105 924 345
189 649 -903
705 736 86
360 823 -235
793 195 -523
685 114 -652
8 100 -196
579 622 668
577 844 470
96 314 463
713 333 744
43 5 -681
887 731 -337
212 454 -969
474 285 702
822 911
719 262 -944
695 519 -337
500 108 146
775 506 -456
121 236 801
416 737 -786
58 38 642
419 669 -719
781 770 -821
320 171 -4
4 17 776
495 307 900
112 222 -467
625 113 -458
302 111 641
414 531 -892
144 651 800
101 39 -634
584 265 395
689 476 126
317 520 -535
295 612 797
156 286 5
286 100 247
650 405 348
715 442 792
75 775 290
142 35 -298
517 531 526
204 8 870
544 277 -50
700 691 350
411 23 -54
810 242 159
357 257 479
311 273 -518
130 58 939
489 340 928
106 192 -216
280 169 188
233 396 -829
271 235 -49
493 734 -884
97 814 394
306 170 -130
74 820 292
518 14 -614
159 727 -674
238 214 -657
802 218 825
203 167 -996
731 815 241
261 159 645
124 493 -395
31 650 189
774 602 -910
730 684 -384
129 162 616
468 400 -512
686 575 -220
138 549 125
253 188 564
264 730 93
681 489 -357
62 667 -552
677 425 483
50 511 -460
1 428 156
735 138 -977
178 578 -589
567 536 188
533 238 570
454 703 298
531 815 849
60 604 407
783 683 496
440 625 612
498 148 80
458 573 124
775 484 262
308 152 782
318 38 745
186 821 -467
694 221 46
802 120 -687
95 727 698
635 506 640
701 668 -960
441 365 -38
637 32 875
724 329 5
679 817 97
589 575 -610
628 671 -651
408 92 -538
600 308 -726
385 490 -780
201 673 103
401 642 -477
16 557 326
512 287 566
547 521 -61
422 308 579
558 791 853
634 430 -822
245 639 949
229 460 803
219 131 -391
207 597 488
137 393 -3
404 318 423
217 94 -790
722 129 524
770 490 202
121 767 -171
485 416 115
209 217 -672
754 488 166
453 531 -147
361 669 578
144 386 -289
224 435 -230
631 630 241
566 560 283
645 688 -845
27 245 -809
817 362 723
113 610 -441
41 203 353
196 636 10
7 788 307
573 46 -143
404 749 -607
804 324 766
409 703 -875
419 410 754
673 138 -703
726 224 826
191 668 184
478 483 644
5 456 821
324 66 -206
346 374 -290
333 460 827
440 49 254
500 774 619
447 445 826
483 729 -237
471 119 585
561 327 654
300 520 521
569 597 -246
507 426 271
509 237 -731
80 655 -173
287 755 -199
474 737 21
752 794 480
504 492 -845
409 519 364
679 365 452
352 385 239
359 201 -922
524 453 20
133 675 333
643 339 -151
292 744 -33
517 785 -66
585 390 692
561 444 -939
620 685 712
462 91 -258
728 290 661
821 140 201
600 466 815
446 585 943
37 431 372
527 352 -555
86 52 -7
22 18 748
510 397 972
112 681 -327
727 799 -46
130 617 597
677 461 193
765 755 -652
144 245 -854
343 123 -440
180 266 608
374 351 33
722 675 735
658 411 -354
229 703 -465
355 737 -958
227 747 -80
431 800 289
695 494 360
358 477 -576
159 366 858
393 779 -612
509 41 -292
438 803 -900
802 409 -966
130 744 -961
418 31 -259
219 370 -834
302 195 274
612 481 107
723 173 -923
215 683 -224
708 252 -399
281 302 -267
169 450 64
573 94 -777
314 686 -487
461 236 -504
183 469 -666
490 329 481
640 44 -758
545 443 800
469 610 -406
327 425 143
822 482 -24
40 87 352
146 238 -494
13 474 -657
269 805 -901
714 400 -971
728 103 257
115 580 -56
32 611 -208
714 546 -958
382 477 341
240 303 -220
180 797 -18
616 324 -835
414 318 -626
603 61 815
704 721 -754
390 607 -356
99 364 -905
426 95 913
666 772 -847
425 612 -934
484 657 -569
736 78 -673
711 416 877
758 152 633
592 707 65
296 756 941
485 731 -850
489 561 285
388 358 631
91 594 -542
282 774 432
103 150 -692
202 435 -807
449 303 954
260 345 -979
600 209 -882
169 687 271
66 50 -51
674 526 -563
296 685 107
692 316 600
79 746 -379
791 324 156
210 55 522
79 661 5
576 662 363
409 52 520
236 31 -360
367 684 -64
731 400 -338
362 795 353
282 592 -402
308 635 745
407 70 -989
719 254 -650
30 600 -44
69 346 525
181 504 765
475 779 -489
355 215 -523
777 118 721
37 611 350
758 86 193
127 565 -978
493 668 -165
244 110 161
640 378 469
460 376 577
217 737 -543
222 732 616
315 231 -761
562 169 -679
448 1 526
67 336 -67
574 257 217
658 810 965
80 113 -275
476 160 332
654 43 349
630 89 893
779 33 -65
295 766 249
751 373 537
342 318 97
643 99 24
729 224 -94
374 622 749
287 369 543
184 381 662
463 529 -747
623 288 -231
535 583 733
11 627 -178
42 572 815
719 451 890
346 809 696
726 598 606
760 754 230
714 636 236
351 59 -619
236 519 771
42 630 -840
302 685 -389
177 236 460
385 303 53
473 576 751
223 819 -799
200 115 601
83 141 514
239 247 228
664 82 -364
440 139 235
352 493 -196
717 250 -21
244 360 -362
72 812 -437
424 254 -424
616 199 986
297 526 543
72 336 206
371 249 -934
602 658 385
745 479 470
793 769 -145
613 250 397
221 673 743
594 610 -518
107 202 -54
179 622 232
218 657 -286
295 226 245
346 604 -177
373 19 -752
560 61 606
798 756 141
457 11 545
605 328 29
208 486 -497
582 356 660
770 375 -200
491 717 -804
254 58 -318
678 156 -679
334 302 -296
719 709 533
591 442 959
397 813 18
238 363 533
511 709 477
101 501 600
276 10 346
80 79 -731
640 718 361
392 192 716
373 500 968
683 3 631
288 733 -286
406 606 158
587 365 -824
637 744 -282
704 1 443
700 420 -698
417 813 995
262 435 579
318 36 -398
276 17 -552
24 816 341
437 657 266
67 295 206
393 591 -55
76 602 343
481 552 205
556 756 489
258 340 476
220 708 820
593 687 -555
658 430 608
394 333 412
97 302 729
19 241 507
448 23 -793
573 143 801
290 89 885
464 754 312
29 693 754
84 753 834
279 89 -482
404 671 510
464 413 383
354 638 719
455 233 -636
385 773 163
303 370 -625
512 395 -157
143 666 444
460 707 -704
494 456 -429
503 189 537
219 347 -311
196 118 -998
95 822 -158
304 89 535
384 106 -110
489 774 -107
419 479 238
401 109 -125
686 594 452
249 69 -737
793 683 729
580 186 -754
670 44 492
817 741 121
354 810 10
201 347 -729
295 59 171
149 298 585
446 176 -7
303 599 930
179 790 -26
271 248 -248
257 84 754
104 82 -254
87 686 330
546 295 503
737 470 615
399 104 -194
230 197 574
142 743 616
541 417 158
473 530 -216
688 219 -497
399 453 276
769 611 453
170 779 -602
479 715 661
588 667 129
456 130 964
616 378 568
365 502 579
668 341 974
643 431 47
198 465 931
353 821 -227
16 392 824
800 165 -944
423 744 743
408 390 -124
577 736 -590
505 821 563
101 540 535
733 177 -961
450 498 651
514 743 623
486 507 -322
653 9 -135
135 600 -674
170 369 255
269 451 211
666 616 278
564 266 -897
445 254 16
711 693 48
206 85 -758
89 296 -519
750 736 160
534 703 -268
195 781 -465
696 278 -20
768 303 -554
787 471 -782
295 411 826
650 694 -960
187 174 -752
711 684 -200
710 627 961
797 43 -260
741 233 307
25 782 649
802 340 741
639 757 812
220 61 247
65 725 -743
266 743 -644
479 365 -225
692 642 456
746 401 482
681 237 340
391 522 -810
380 362 458
85 612 -724
205 14 381
454 198 -61
703 629 -80
14 142 544
178 427 -348
430 384 -737
189 92 231
399 153 787
659 699 -679
358 396 899
29 118 -957
84 580 -344
509 144 -318
350 42 36
671 151 412
152 375 -965
785 250 106
208 99 -963
7 330 186
556 772 950
766 673 90
548 247 -524
157 178 78
558 532 -80
585 43 478
70 71 982
482 427 389
269 253 583
10 259 608
816 165 -41
525 725 -173
793 215 -893
645 787 -70
697 631 621
276 764 -926
696 656 835
298 637 -151
490 266 577
668 731 894
551 52 158
441 322 868
335 654 -271
295 448 -363
512 94 -94
117 335 475
120 380 -952
570 7 468
789 134 294
520 731 -681
384 9 -83
450 471 1
195 60 316
542 110 -91
132 474 -767
475 347 146
667 154 897
454 765 25
66 80 523
15 172 317
676 377 862
782 627 327
147 207 -285
282 67 225
185 503 -721
676 591 617
379 119 -110
157 644 -169
780 785 -921
805 68 560
822 502 -468
268 87 703
50 597 -154
653 756 120
802 119 -142
480 321 722
103 344 -241
232 287 -232
535 302 622
505 48 173
778 817 171
358 802 787
558 184 396
607 217 -85
613 762 -158
805 161 -676
189 182 -329
317 35 77
350 613 319
343 165 -525
788 262 194
366 378 863
313 435 -89
212 414 290
222 320 -829
630 722 983
624 287 -783
497 40 28
352 562 -260
690 598 507
302 163 947
51 392 553
39 88 215
353 472 -753
332 90 305
479 23 -317
790 483 408
375 377 365
70 5 -777
22 757 534
268 14 39
353 722 -171
352 374 -844
180 352 294
379 162 -960
532 593 -651
224 322 -858
501 817 44
708 533 368
34 300 -449
412 289 889
234 262 -34
269 11 632
219 687 -120
307 623 -147
675 336 -649
615 172 -802
481 438 -743
73 274 650
617 247 380
541 178 -141
198 321 679
288 494 -24
256 422 842
371 749 -473
158 126 -856
484 93 242
614 624 -31
308 735 -852
336 285 489
725 606 -681
503 121 -308
822 773 866
212 153 -928
225 782 28
255 540 388
342 391 149
334 544 -721
150 105 -939
459 53 470
407 641 -312
274 401 -641
490 404 -585
601 351 128
144 559 -417
500 487 -485
350 102 889
153 797 -740
31 97 -612
180 766 -737
791 689 655
796 162 -346
617 200 760
638 594 -922
15 58 -757
453 328 509
482 579 893
245 792 -98
174 68 -902
551 662 78
376 75 291
79 380 -49
544 117 896
297 261 628
554 561 -709
581 235 783
298 738 -342
374 618 609
159 171 44
750 310 44
32 620 942
227 318 -950
5 514 689
501 441 751
415 410 748
454 130 324
108 339 -680
772 232 -858
190 444 -807
729 427 -923
551 769 46
376 523 -567
397 603 -388
328 519 64
372 741 443
431 100 -302
451 719 -67
591 374 837
109 499 -475
646 512 -36
189 392 -710
110 468 262
563 472 -302
611 477 365
17 399 -757
734 366 180
228 187 -536
526 698 -822
229 572 833
734 533 708
445 782 153
480 797 -124
274 698 -113
695 202 -955
219 632 1
334 651 -288
428 798 106
552 725 -174
122 287 572
86 130 -967
442 533 -485
686 681 744
196 745 295
68 425 -269
38 297 943
280 199 877
28 191 1000
42 131 375
203 392 -798
511 382 347
455 419 -171
578 57 -202
128 545 -225
28 53 -78
502 691 606
643 589 806
462 571 -845
510 479 -164
810 247 -838
584 550 171
692 271 70
272 645 -374
629 441 409
314 683 -777
414 421 708
567 537 642
176 484 -724
740 779 944
13 627 -530
301 805 -575
789 670 609
250 448 981
426 561 5
79 765 -481
761 311 588
143 799 641
806 359 -328
595 407 199
10 40 202
597 540 415
593 305 -591
643 155 143
659 377 -918
412 256 53
181 633 968
58 319 667
178 648 -163
370 579 -918
667 551 63
532 623 35
810 250 -67
290 183 -291
536 662 780
16 69 637
567 127 -439
190 540 126
113 468 666
29 519 -500
479 212 -432
69 713 -601
283 30 836
596 70 -422
73 181 -91
191 586 -368
595 330 -10
235 281 -25
500 434 -746
250 807 724
712 186 -3
589 696 624
79 303 -466
258 534 -524
628 344 211
613 288 -64
411 394 -68
339 426 35
450 637 -494
165 75 30
192 541 -409
434 816 7
493 638 376
358 818 531
27 659 830
439 113 174
643 535 -567
712 485 846
660 673 533
668 311 460
663 747 833
175 66 317
51 529 253
535 207 173
669 714 636
637 651 165
37 248 894
4 758 -289
233 504 -645
66 100 -456
303 710 202
724 715 312
473 318 185
597 567 774
225 774 699
431 776 -225
247 172 -639
652 789 -552
226 799 -421
319 198 -213
282 268 653
703 163 -743
491 531 -118
494 726 731
755 45 -76
308 132 -889
426 22 717
175 623 544
557 751 -433
458 287 991
534 462 365
621 93 -979
794 273 -809
810 615 100
713 656 475
265 58 760
501 612 10
143 646 29
605 321 -197
135 801 470
413 293 781
529 492 -755
586 221 -445
428 395 295
62 555 -817
164 442 180
118 372 -558
520 413 401
131 585 -420
818 503 362
352 554 811
164 307 662
230 3 575
306 763 369
497 580 -675
652 481 -648
37 285 -890
65 242 -527
180 422 -787
375 135 -203
575 178 544
605 483 819
715 704 -809
131 681 10
724 720 -121
231 736 -63
154 169 727
214 327 -740
34 432 -856
742 819 580
27 166 646
451 326 585
247 442 653
503 729 -397
329 141 952
548 43 824
195 587 -424
84 123 -941
490 746 -647
406 544 -272
478 619 232
397 77 -17
378 435 -392
466 177 589
791 699 47
73 807 168
517 152 -648
28 613 709
193 679 -913
308 341 203
948 915
271 686 312
320 473 -665
448 505 -196
25 638 -855
348 52 -739
55 382 49
730 816 584
316 434 191
43 472 -135
612 887 -868
689 462 -607
68 210 -371
170 375 831
341 621 -436
303 467 295
110 861 348
895 875 541
685 616 -799
898 110 803
924 486 693
699 591 -10
174 917 540
807 828 929
123 770 626
265 767 598
921 761 -453
744 734 442
467 262 -694
247 552 -834
92 320 275
230 75 148
877 300 832
80 574 325
772 83 -24
599 590 -309
574 360 568
146 327 928
750 468 438
743 758 -745
444 836 333
97 615 -928
269 428 -624
421 274 991
735 659 422
649 627 -73
869 210 187
878 690 -158
823 810 788
340 544 28
689 911 157
636 497 537
447 623 -398
111 506 104
104 228 917
344 484 -351
733 613 316
153 527 817
387 17 -447
383 846 370
809 615 200
664 505 -370
81 205 529
331 851 -805
518 397 -33
465 33 -644
768 387 -682
859 7 -857
497 876 836
738 872 -575
269 328 -984
678 187 826
346 200 412
75 53 835
545 941 471
878 621 128
818 13 247
722 948 -390
203 525 -775
518 431 -862
26 493 -654
532 435 -812
725 586 209
307 645 600
660 906 -986
33 112 56
156 896 862
458 457 82
661 195 601
219 15 -696
849 689 978
510 279 54
539 497 -138
864 766 -677
104 296 925
119 89 853
686 835 600
633 127 -933
186 651 504
376 49 978
336 315 674
400 859 -740
803 650 431
529 73 946
344 873 658
718 187 784
253 599 -959
71 386 19
324 63 750
103 322 -507
864 622 -500
529 862 -557
332 353 -416
38 602 -957
895 542 562
183 96 -417
815 81 423
141 793 871
614 192 -13
879 913 -637
265 833 726
466 569 -249
623 854 -966
711 192 -911
644 508 519
476 644 -190
201 347 -833
148 845 -633
935 468 -971
384 891 -775
41 815 -103
921 467 -106
272 66 -139
17 633 962
898 344 -49
211 45 26
669 887 -577
659 885 -340
430 309 932
573 501 656
32 129 -531
318 471 253
246 403 -837
6 604 145
466 53 833
791 779 -517
685 170 110
232 738 576
718 860 75
625 555 907
757 459 816
307 678 756
281 231 -829
120 514 -978
770 665 -456
927 220 -787
618 271 -949
332 491 310
701 699 487
20 483 -36
68 933 -704
408 55 680
850 505 -13
435 515 -579
704 594 -6
673 254 -475
248 804 459
519 899 354
207 534 -188
808 117 -407
584 329 -701
752 753 -878
495 554 208
39 864 574
568 534 -149
540 28 369
672 298 -226
516 488 45
250 789 991
110 558 975
398 331 321
560 86 -691
870 518 913
434 166 152
820 764 -694
87 92 445
716 948 854
707 195 -850
568 383 328
680 212 -374
702 745 -654
494 498 -528
947 712 -307
135 730 -921
900 684 -559
251 351 -611
695 413 717
40 282 -676
891 168 364
588 872 16
485 544 862
630 278 4
560 173 -634
816 309 -372
523 194 269
913 207 415
663 100 40
644 803 674
857 466 -306
681 183 -753
733 824 -267
346 522 352
435 714 391
762 438 -904
683 460 -678
537 421 -711
885 429 496
757 556 -521
101 580 -588
801 620 456
614 937 -80
691 914 66
142 637 -801
353 414 869
548 279 362
594 632 168
413 2 630
926 942 590
500 297 -514
322 261 -220
327 96 544
738 316 635
259 860 -691
921 815 243
389 618 -104
274 307 -335
370 595 -793
617 331 -459
103 636 889
413 44 -964
822 223 -617
912 754 888
498 325 594
92 892 153
29 769 992
559 634 -166
104 397 949
111 474 379
912 8 -36
145 930 146
164 222 -387
356 921 565
89 617 910
276 677 -770
902 232 -476
568 738 461
347 24 -909
114 594 -452
484 67 -449
233 896 -174
241 90 462
68 147 -366
942 278 -314
610 813 12
367 572 -420
58 141 -367
929 214 -1
595 232 168
543 340 -242
364 380 -518
443 636 -984
43 448 -789
684 328 -679
244 370 567
648 908 -273
854 565 -221
375 864 587
173 716 236
788 207 671
345 565 426
697 244 -381
32 212 658
262 610 160
146 360 -901
878 61 158
721 203 -276
196 660 -629
346 930 621
119 472 -874
323 326 -479
936 158 732
146 811 57
606 208 101
191 626 573
210 508 -333
27 270 373
158 863 159
640 418 655
166 186 -350
818 755 632
298 907 958
387 264 159
600 683 -993
110 67 588
347 737 164
226 711 57
462 170 -200
553 104 -372
788 414 -638
185 2 936
332 609 -213
376 521 443
625 331 -379
589 695 -56
142 412 -385
803 693 -998
280 743 986
925 175 344
742 186 -612
170 788 -529
786 217 -560
647 478 710
251 342 955
875 211 713
859 721 -903
916 738 -992
847 213 851
714 81 233
778 536 331
211 590 69
613 432 897
628 302 365
7 186 -507
818 302 625
320 505 -264
521 529 812
765 237 709
28 157 453
708 454 -989
679 624 69
716 352 -546
710 34 -547
885 664 -97
310 876 765
240 428 752
508 271 -608
119 156 361
461 787 -276
211 409 645
507 560 428
557 580 -810
399 804 -394
741 180 -592
876 334 -47
492 14 -908
880 608 -518
303 474 -512
516 527 998
842 380 407
361 252 928
404 7 861
68 751 322
736 855 -404
807 351 897
808 506 -322
416 757 -867
405 552 -287
427 239 755
868 235 638
263 930 217
306 610 -731
500 258 -271
820 27 146
284 29 705
493 53 -761
520 254 -69
598 533 507
252 876 -897
684 874 859
745 657 484
242 195 -320
127 133 886
567 29 672
713 214 930
367 163 664
926 136 731
469 220 598
151 585 -743
267 908 -214
798 166 91
350 92 146
280 355 852
307 609 -796
14 154 -9
332 101 111
98 727 -618
823 664 -184
298 246 -843
859 863 -493
592 175 -469
579 869 -424
756 835 -252
206 898 805
126 848 -730
631 218 449
68 627 741
356 875 -540
670 604 860
743 931 107
722 555 249
339 507 509
811 400 -390
6 503 581
69 170 201
929 896 -193
771 145 53
256 78 516
743 575 405
365 517 -268
353 313 246
193 282 -987
319 741 707
153 174 591
527 353 565
327 91 513
164 320 764
338 651 840
249 198 165
145 858 797
825 50 466
408 280 -316
479 40 -52
742 611 -435
936 809 52
59 120 19
516 694 -389
345 876 -33
438 48 209
926 532 992
501 268 -584
176 874 920
633 668 -418
458 621 717
422 74 10
45 598 -279
357 852 -198
607 673 -786
292 946 967
124 480 961
947 641 -40
33 271 886
247 244 -37
93 413 864
895 667 882
802 39 -920
502 276 239
218 367 479
558 573 379
398 701 162
455 221 396
786 842 825
416 712 135
758 618 252
680 668 -947
910 51 -401
51 385 340
863 564 583
581 897 -880
275 672 -914
36 25 563
105 365 715
642 474 454
222 606 -567
409 384 -706
326 13 823
682 650 -259
945 341 176
166 754 147
485 208 -799
782 136 531
37 572 309
517 443 -771
166 685 -901
519 482 -102
532 768 344
853 811 569
785 343 -548
471 232 -982
940 499 -894
427 729 908
475 745 821
285 194 931
462 866 -993
156 604 -796
307 746 168
867 148 797
424 38 954
440 697 447
547 519 651
239 637 930
745 731 740
778 210 434
302 578 -938
822 572 -101
887 363 256
420 433 -648
511 929 832
861 715 693
496 421 -66
615 456 551
779 181 304
735 718 887
300 902 -99
36 133 546
80 947 -291
421 808 -481
79 161 940
725 673 -381
714 205 -146
550 626 -411
679 519 544
695 43 -485
411 685 -135
334 462 666
416 111 -210
395 91 362
862 852 808
543 654 -994
540 753 -946
131 648 570
244 689 -568
446 444 7
898 813 -256
516 606 240
642 624 -115
399 322 513
915 718 -229
850 727 804
913 50 843
81 62 748
683 588 162
173 787 -378
736 195 504
675 946 395
118 382 985
857 433 440
795 797 -520
616 747 -352
941 522 508
487 172 -954
575 561 686
242 189 825
307 635 496
795 503 -387
206 817 -708
411 14 -547
654 330 -435
716 621 264
74 69 257
646 402 -230
776 602 -797
523 142 934
108 334 -650
455 863 468
764 722 -834
78 593 -372
518 936 -950
262 525 288
433 864 -894
681 95 -734
33 884 -947
932 354 -371
624 55 -52
773 287 349
90 286 135
282 371 915
867 327 -799
621 937 832
182 153 913
468 708 5
756 765 342
929 85 -524
306 174 -95
229 660 -89
542 537 886
285 32 568
745 316 -223
254 86 -877
921 893 848
736 482 -501
359 270 248
414 889 58
304 381 899
723 738 -493
459 818 -766
882 616 906
432 443 -971
59 935 941
313 57 142
721 133 -232
883 476 -640
671 570 903
838 456 -55
329 743 412
374 92 -301
712 374 710
612 13 236
751 627 -849
44 753 882
71 56 369
518 323 -236
184 111 781
791 911 -453
857 564 -764
173 214 -694
749 287 904
59 77 100
324 722 -295
593 523 -9
850 108 -361
669 3 95
521 182 -90
249 470 465
255 631 834
164 277 -15
166 946 657
631 413 642
333 179 -336
946 174 -644
653 8 -350
299 528 818
857 678 698
709 442 -362
811 423 514
408 596 72
548 185 -850
388 383 -54
391 119 437
49 252 863
746 350 518
255 120 532
415 494 -791
868 138 800
930 141 960
242 696 764
878 55 403
95 842 -259
61 13 -659
69 228 -687
179 54 428
7 862 94
554 509 -932
539 553 786
45 818 904
598 84 -634
632 110 -531
636 5 -609
705 85 -232
529 253 364
176 273 802
914 303 305
853 798 283
814 178 -718
629 667 -456
943 761 -391
508 821 -129
326 724 377
578 22 -30
431 202 -759
710 539 -591
602 726 -185
463 514 80
220 229 997
410 126 318
124 62 721
357 866 602
612 769 113
324 156 -513
412 77 6
263 331 -184
947 748 -744
578 301 392
229 849 -680
708 778 17
257 230 758
615 616 284
21 553 786
632 929 548
228 491 332
67 806 502
197 783 -64
766 577 28
466 747 81
885 494 308
901 117 656
653 857 600
641 878 -765
528 557 -214
91 355 -968
571 312 -86
525 706 276
162 832 822
344 499 -219
584 701 578
4 748 43
147 462 -572
179 306 170
506 388 14
246 404 799
574 126 -773
774 140 523
137 722 -683
829 260 518
802 545 468
569 597 810
228 331 -294
745 7 -223
923 98 234
810 335 -330
638 416 -606
192 88 -526
139 690 30
301 306 523
144 245 751
724 495 -144
194 644 984
599 507 438
295 694 846
156 467 -578
324 32 324
574 888 730
19 111 -523
633 439 -242
38 187 802
244 662 -88
757 698 556
145 267 651
557 57 681
501 670 -389
775 165 888
884 510 -431
646 466 216
284 667 -754
131 358 813
624 371 -924
487 876 780
117 674 -585
704 113 -142
122 571 -483
34 893 554
833 337 -390
445 76 959
902 455 165
461 429 -447
24 279 904
549 812 399
806 154 -754
935 820 222
54 238 718
851 901 -648
98 824 -313
679 54 -22
461 503 432
22 306 825
687 323 -64
257 121 610
271 296 70
619 797 -133
478 228 -173
568 258 700
454 545 334
435 79 -49
163 560 985
212 764 112
68 502 639
24 477 -982
619 731 307
57 268 551
276 900 -550
167 450 -933
876 883 577
698 779 -566
132 414 52
550 301 -849
418 913 -370
812 124 -744
491 791 698
259 557 23
398 858 884
242 445 312
862 612 -54
91 566 -394
554 883 225
491 797 138
876 280 -804
20 420 -614
928 467 -311
648 836 203
247 212 350
455 822 -233
543 74 281
881 422 61
782 188 -43
394 830 828
179 494 3
116 395 -292
834 176 -472
94 324 -326
458 389 -773
228 154 711
413 830 817
262 562 388
536 771 612
58 717 119
925 244 -456
96 451 -525
575 640 195
852 813 -42
441 775 512
101 680 -522
733 85 -849
564 394 -32
75 564 239
155 204 -54
135 518 991
685 246 788
655 278 673
828 723 -72
405 822 557
189 439 -701
139 825 948
490 58 778
830 413 756
456 338 848
477 49 85
600 198 30
143 937 -346
576 415 -718
853 372 475
947 789 -676
241 373 -124
26 260 621
246 205 983
921 497 391
540 71 903
293 47 306
418 430 -961
44 127 16
923 286 -662
487 40 -595
919 572 250
453 23 553
11 428 972
571 484 -719
526 605 437
347 118 459
827 503 999
790 433 -629
942 66 -869
399 461 -708
701 140 418
227 477 366
223 122 818
244 489 319
472 817 991
770 77 -353
909 463 260
458 108 -971
7 384 -91
277 569 -630
644 751 758
56 699 107
655 893 -986
853 652 194
432 192 -127
150 247 423
277 754 374
241 847 -709
50 792 -355
74 660 -425
119 920 -948
897 257 111
604 115 131
526 270 -532
36 768 -410
84 453 12
516 47 793
782 883 746
938 624 279
213 129 759
141 523 61
81 609 764
478 548 748
287 539 386
26 148 -623
80 655 806
765 437 -674
211 208 -287
580 413 -544
930 465 -379
485 347 325
767 721 70
113 44 55
179 759 998
252 56 515
934 10 -156
553 278 -474
59 557 250
393 811 -656
160 601 -790
471 634 968
704 599 854
653 292 385
436 536 739
698 370 23
274 339 -615
881 992
156 536 929
307 636 496
438 661 -400
14 556 926
50 453 740
655 756 115
275 83 311
119 412 -560
841 154 227
237 583 -151
85 69 -297
795 179 852
635 291 -238
244 31 -525
663 712 -90
313 812 89
699 219 457
625 808 46
612 249 -363
17 298 -531
274 93 596
332 107 -498
712 582 -250
840 820 670
765 606 -380
669 161 788
824 440 807
529 249 -314
609 317 587
715 15 -778
296 860 -390
377 502 811
715 93 558
114 77 22
725 312 235
166 106 -419
625 277 845
72 18 111
99 583 -400
450 870 -601
699 419 -177
345 440 66
764 848 15
412 88 430
382 874 379
339 294 -970
350 663 -349
279 616 -38
186 211 -776
338 628 193
531 506 -866
859 541 -56
527 395 -838
22 760 -485
437 858 211
855 73 -187
80 823 969
446 804 331
86 204 678
700 515 -986
706 173 -857
393 844 -346
612 480 360
807 134 104
855 750 66
224 312 -808
472 258 -764
15 810 551
178 384 -845
420 588 -170
534 751 527
83 800 669
874 802 519
112 758 -291
779 816 -810
415 608 -968
414 489 889
269 50 -842
472 612 718
280 846 968
438 36 -604
806 775 540
136 871 979
717 333 -388
533 36 -188
18 631 732
862 196 -78
268 392 -90
139 22 149
530 297 -942
878 55 719
230 383 -956
17 412 552
194 808 553
204 836 -719
254 124 -947
424 56 958
739 166 -847
331 865 -307
253 240 694
821 760 -671
859 227 -965
100 445 10
453 254 200
635 877 159
337 289 -765
643 710 -969
483 739 489
538 418 -756
640 344 283
733 109 -808
164 825 284
563 89 912
137 850 -390
61 740 -523
656 388 291
333 665 716
550 713 -142
648 181 -269
301 607 122
428 658 871
334 471 134
84 707 -673
258 626 204
788 426 778
394 302 226
440 625 79
342 295 922
800 258 699
512 313 80
250 638 -32
730 497 618
865 623 479
870 75 986
80 111 -7
126 399 -774
324 633 -751
450 89 701
191 788 -996
1 406 560
272 796 -726
692 22 427
304 120 -479
714 55 118
67 210 -880
858 575 -776
375 241 181
